"","RawPassProfit","CappedProfit"
"1",100.863594014107,100.863594014107
"2",97.3341760562181,97.3341760562181
"3",60.0301392001944,60.0301392001944
"4",84.9593630811892,84.4004884635666
"5",94.1470201988058,94.1470201988058
"6",86.5319241621735,86.5319241621735
"7",103.183715901143,103.183715901143
"8",88.8187876013674,88.8187876013674
"9",60.4444117104096,60.4444117104096
"10",102.865968435219,102.865968435219
"11",85.0002056198563,84.427564225883
"12",88.6194569981856,88.6194569981856
"13",98.6782013815199,98.6782013815199
"14",89.6860830760533,81.5131253909878
"15",120.634240356645,114.99215621009
"16",110.661071362533,110.29206101594
"17",75.9085472015432,75.9085472015432
"18",87.3617780228444,87.3617780228444
"19",117.475421850978,110.519836809223
"20",80.6262443326635,80.6262443326635
"21",112.350026152799,110.51140198021
"22",79.9817333642796,79.9817333642796
"23",81.2232728189771,81.2232728189771
"24",101.470308339771,87.9783272051727
"25",82.2485985530627,82.2485985530627
"26",86.0560005874331,86.0560005874331
"27",125.744616910741,114.622572323418
"28",80.6859231883867,80.6859231883867
"29",95.883942205402,95.883942205402
"30",81.2266761477118,81.2266761477118
"31",109.40258126985,103.122076346538
"32",78.9472565831885,78.9472565831885
"33",78.2131663382764,76.089212309491
"34",109.279217861853,92.5181516773514
"35",94.2087941051113,94.2087941051113
"36",74.2988609232014,74.2988609232014
"37",106.951716713585,99.556077969034
"38",106.694068761193,106.694068761193
"39",102.524328898275,96.4804862675708
"40",131.981796563699,128.994729677557
"41",83.6411344746214,83.6411344746214
"42",121.889212052557,94.3902736903775
"43",43.6519881877999,43.6519881877999
"44",101.504162621008,92.8200522560397
"45",113.663680437471,113.663680437471
"46",125.762471246614,104.53415206709
"47",83.8843218135233,83.8843218135233
"48",80.9106507100235,80.9106507100235
"49",121.926903125585,94.4609509052255
"50",122.299128658627,101.451406303871
"51",128.49056886905,117.781681068025
"52",65.3818468028211,65.3818468028211
"53",12.0947815196409,12.0947815196409
"54",81.467907405448,81.467907405448
"55",72.5820200556536,72.5820200556536
"56",90.0639166150354,85.4970126712775
"57",115.460996464624,99.032220383622
"58",112.512044551834,108.761403730621
"59",45.9911947832334,45.9911947832334
"60",70.0867389682189,70.0867389682189
"61",123.168380629363,102.439321941717
"62",6.41547031677896,6.41547031677896
"63",126.573536054906,119.192239767866
"64",69.1781458016833,69.1781458016833
"65",114.101401699894,102.330820663772
"66",71.4888331109887,71.4888331109887
"67",93.4563583314433,93.4563583314433
"68",123.384738058415,102.708585314536
"69",114.758078130116,103.20654079331
"70",120.066012719199,116.302317826375
"71",78.9693518994795,78.9693518994795
"72",0,0
"73",93.5332577672343,93.5332577672343
"74",70.2958887757705,70.2958887757705
"75",86.9299631123127,86.9299631123127
"76",13.6284774737752,13.6284774737752
"77",47.2193685689788,47.2193685689788
"78",0,0
"79",93.5855090995623,80.0408898254124
"80",130.110706521026,101.903766955745
"81",0,0
"82",51.2878732792539,51.2878732792539
"83",23.7277414943576,23.7277414943576
"84",95.8802313181526,92.8800348495815
"85",95.6971584784635,80.6403408023609
"86",174.446427055736,128.014722270407
"87",130.343336664087,101.934616145969
"88",97.5993712379509,92.1623620983707
"89",60.4648771522308,60.4648771522308
"90",67.0528138282292,67.0528138282292
"91",0,0
"92",170.686447183947,122.955880170191
"93",67.7563904299113,67.7563904299113
"94",74.4198950567946,74.4198950567946
"95",0,0
