"","ID","Profit","nDays","MaxDDMoney","nLostEntries","nEntries","nWinTrades","PercDD","X","Y","Pair","DDAccount","DD3Perc","MoneyEntryAdjusted","ProfitAt3Perc","ProfitStan3PercDay","PercentDaysActive","FailByAmount","FailByTimeActive","MeetTarget","YName","XName"
"1","A00021",704.44,360.4,991.94,8,336,123,-3.3,"45","48","AUDUSD",3.30646666666667,302.437647438353,90731.2942315059,2130.49176361473,5.91146438294876,0.932297447280799,"No","No","No","STOs.Length","STOs.TimeFrame"
"2","A00020",655.04,360.4,1010.38,9,325,119,-3.4,"45","44","AUDUSD",3.36793333333333,296.917991250817,89075.397375245,1944.93160988935,5.39659159236778,0.901775804661487,"No","No","No","STOs.Length","STOs.TimeFrame"
"3","A00019",417.31,360.4,1200.42,10,318,114,-4,"45","40","AUDUSD",4.0014,249.912530614285,74973.7591842855,1042.90998150647,2.89375688542307,0.882352941176471,"No","No","No","STOs.Length","STOs.TimeFrame"
"4","A00016",603.28,361.02,1200.92,8,290,106,-4,"45","28","AUDUSD",4.00306666666667,249.808480165207,74942.544049562,1507.04459914066,4.17440750966888,0.803279596698244,"No","No","No","STOs.Length","STOs.TimeFrame"
"5","A00014",435.75,361.05,984.93,8,286,104,-3.3,"30","48","AUDUSD",3.2831,304.590173920989,91377.0521762968,1327.25168286071,3.67608830594297,0.7921340534552,"No","No","No","STOs.Length","STOs.TimeFrame"
"6","A00018",-232.12,360.4,1630.31,11,307,104,-5.4,"45","36","AUDUSD",5.43436666666667,184.014083211168,55204.2249633505,-427.133489949764,-1.18516506645329,0.851831298557159,"No","No","No","STOs.Length","STOs.TimeFrame"
"7","A00068",475.35,346.33,529.11,8,181,65,-1.8,"45","40","EURGBP",1.7637,566.989850881669,170096.955264501,2695.18625616601,7.78213338771118,0.522622931885774,"No","No","No","STOs.Length","STOs.TimeFrame"
"8","A00066",138.83,352.92,625.29,10,184,64,-2.1,"45","32","EURGBP",2.0843,479.777383294151,143933.214988245,666.074941227271,1.88732557301165,0.521364615210246,"No","No","No","STOs.Length","STOs.TimeFrame"
"9","A00067",247.85,352.92,592.34,8,180,64,-2,"45","36","EURGBP",1.97446666666667,506.465881081811,151939.764324543,1255.27568626127,3.55682785407817,0.51003060183611,"No","No","No","STOs.Length","STOs.TimeFrame"
"10","A00070",114.62,339.18,660.85,12,187,64,-2.2,"45","48","EURGBP",2.20283333333333,453.960808050238,136188.242415071,520.329878187183,1.53408183910367,0.551329677457397,"No","No","No","STOs.Length","STOs.TimeFrame"
"11","A00063",-20.84,346.38,887.45,10,178,60,-3,"30","48","EURGBP",2.95816666666667,338.047213927545,101414.164178264,-70.4490393825004,-0.203386567880653,0.513886483053294,"No","No","No","STOs.Length","STOs.TimeFrame"
"12","A00069",-117,346.33,955.96,11,183,60,-3.2,"45","44","EURGBP",3.18653333333333,313.820661952383,94146.1985857149,-367.170174484288,-1.06017432646403,0.528397770912136,"No","No","No","STOs.Length","STOs.TimeFrame"
"13","A00119",491.57,358.08,1038.79,12,305,108,-3.5,"45","48","EURJPY",3.46263333333333,288.797543295565,86639.2629886695,1419.64208357801,3.96459473742742,0.851764968722073,"No","No","No","STOs.Length","STOs.TimeFrame"
"14","A00118",281.65,358.08,664.29,9,306,106,-2.2,"45","44","EURJPY",2.2143,451.60998961297,135482.996883891,1271.95953574493,3.55216581698204,0.85455764075067,"No","No","No","STOs.Length","STOs.TimeFrame"
"15","A00117",-30.44,358.08,935.14,9,297,100,-3.1,"45","40","EURJPY",3.11713333333333,320.807579613748,96242.2738841243,-97.6538272344248,-0.272715111803018,0.829423592493298,"No","No","No","STOs.Length","STOs.TimeFrame"
