"","ID","Profit","nDays","MaxDDMoney","nLostEntries","nEntries","nWinTrades","PercDD","X","Y","Pair","DDAccount","DD3Perc","MoneyEntryAdjusted","ProfitAt3Perc","ProfitStan3PercDay","PercentDaysActive","FailByAmount","FailByTimeActive","MeetTarget","YName","XName"
"1","A00022",1477.53,420.2,270.48,6,115,54,-0.9,"4","0.07","AUDUSD",0.9016,1109.13930789707,332741.792369122,16387.8660159716,39.0001571060724,0.273679200380771,"No","No","Yes","X__PPO.Threshold","X__PPO.Fast.Length"
"2","A00016",1220.48,420.2,324.36,7,117,52,-1.1,"6","0.06","AUDUSD",1.0812,924.898261191269,277469.478357381,11288.1982981872,26.8638702955431,0.278438838648263,"No","No","No","X__PPO.Threshold","X__PPO.Fast.Length"
"3","A00023",1262.94,420.19,291.43,7,117,52,-1,"6","0.07","AUDUSD",0.971433333333333,1029.40671859452,308822.015578355,13000.7892118176,30.9402632423846,0.278445465146719,"No","No","Yes","X__PPO.Threshold","X__PPO.Fast.Length"
"4","A00015",1081.29,420.2,325.48,6,115,51,-1.1,"4","0.06","AUDUSD",1.08493333333333,921.715620007374,276514.686002212,9966.41882757773,23.7182742207942,0.273679200380771,"No","No","No","X__PPO.Threshold","X__PPO.Fast.Length"
"5","A00029",1104.93,420.21,412.61,9,116,51,-1.4,"4","0.08","AUDUSD",1.37536666666667,727.078839582172,218123.651874652,8033.71222219529,19.1183270797822,0.276052449965493,"No","No","No","X__PPO.Threshold","X__PPO.Fast.Length"
"6","A00031",1300.82,420.21,272.19,7,110,51,-0.9,"8","0.08","AUDUSD",0.9073,1102.17127741651,330651.383224953,14337.2644108895,34.1192841933544,0.261773874967278,"No","No","Yes","X__PPO.Threshold","X__PPO.Fast.Length"
"7","A00051",1180.76,427.07,173.84,3,69,36,-0.6,"6","0.04","EURGBP",0.579466666666667,1725.72480441786,517717.441325357,20376.6682006443,47.7127126715627,0.161566019622076,"No","Yes","Yes","X__PPO.Threshold","X__PPO.Fast.Length"
"8","A00050",1056.67,427.07,177.72,3,69,35,-0.6,"4","0.04","EURGBP",0.5924,1688.04861580014,506414.584740041,17837.1033085753,41.7662287413663,0.161566019622076,"No","Yes","Yes","X__PPO.Threshold","X__PPO.Fast.Length"
"9","A00057",1050.43,427.08,277.32,5,70,35,-0.9,"4","0.05","EURGBP",0.9244,1081.78277801817,324534.833405452,11363.3708351363,26.6071247427562,0.163903718272923,"No","Yes","No","X__PPO.Threshold","X__PPO.Fast.Length"
"10","A00058",1205.91,426.27,159.33,3,65,35,-0.5,"6","0.05","EURGBP",0.5311,1882.8845791753,564865.373752589,22705.8934287328,53.2664588845868,0.152485513876182,"No","Yes","Yes","X__PPO.Threshold","X__PPO.Fast.Length"
"11","A00052",1096.86,427.07,143.02,3,66,34,-0.5,"8","0.04","EURGBP",0.476733333333333,2097.6087260523,629282.61781569,23007.8310725773,53.8736766164265,0.15454141007329,"No","Yes","Yes","X__PPO.Threshold","X__PPO.Fast.Length"
