"","ID","Profit","nDays","MaxDDMoney","nLostEntries","nEntries","nWinTrades","PercDD","X","Y","Pair","DDAccount","DD3Perc","MoneyEntryAdjusted","ProfitAt3Perc","ProfitStan3PercDay","PercentDaysActive","FailByAmount","FailByTimeActive","MeetTarget","YName","XName"
"1","A00007",916.73,420.2,435.83,9,113,45,-1.5,"35","0.25","AUDUSD",1.45276666666667,688.3417846408,206502.53539224,6310.23564233761,15.01721952008,0.268919562113279,"No","No","No","X__Fast.SuperTrend.Factor","X__Fast.Super.trend.ATR.Length"
"2","A00012",1119.04,420.21,454.75,9,111,45,-1.5,"25","0.5","AUDUSD",1.51583333333333,659.703133589884,197910.940076965,7382.34194612424,17.5682205233675,0.264153637466981,"No","No","No","X__Fast.SuperTrend.Factor","X__Fast.Super.trend.ATR.Length"
"3","A00013",1128.7,420.21,454.75,9,111,45,-1.5,"30","0.5","AUDUSD",1.51583333333333,659.703133589884,197910.940076965,7446.06926882903,17.7198764161468,0.264153637466981,"No","No","No","X__Fast.SuperTrend.Factor","X__Fast.Super.trend.ATR.Length"
"4","A00014",1154.57,420.21,454.75,9,111,45,-1.5,"35","0.5","AUDUSD",1.51583333333333,659.703133589884,197910.940076965,7616.73446948873,18.1260190606809,0.264153637466981,"No","No","No","X__Fast.SuperTrend.Factor","X__Fast.Super.trend.ATR.Length"
"5","A00018",1227.51,420.21,414.4,6,111,45,-1.4,"20","0.75","AUDUSD",1.38133333333333,723.938223938224,217181.467181467,8886.41409266409,21.1475550145501,0.264153637466981,"No","No","No","X__Fast.SuperTrend.Factor","X__Fast.Super.trend.ATR.Length"
"6","A00019",1227.51,420.21,414.4,6,111,45,-1.4,"25","0.75","AUDUSD",1.38133333333333,723.938223938224,217181.467181467,8886.41409266409,21.1475550145501,0.264153637466981,"No","No","No","X__Fast.SuperTrend.Factor","X__Fast.Super.trend.ATR.Length"
"7","A00020",1225.73,420.21,414.4,6,111,45,-1.4,"30","0.75","AUDUSD",1.38133333333333,723.938223938224,217181.467181467,8873.52799227799,21.1168891560838,0.264153637466981,"No","No","No","X__Fast.SuperTrend.Factor","X__Fast.Super.trend.ATR.Length"
"8","A00021",1225.73,420.21,414.4,6,111,45,-1.4,"35","0.75","AUDUSD",1.38133333333333,723.938223938224,217181.467181467,8873.52799227799,21.1168891560838,0.264153637466981,"No","No","No","X__Fast.SuperTrend.Factor","X__Fast.Super.trend.ATR.Length"
"9","A00050",1057.21,427.08,213.12,4,66,32,-0.7,"5","0.25","EURGBP",0.7104,1407.65765765766,422297.297297297,14881.8975225225,34.8456905556863,0.15453779151447,"No","Yes","Yes","X__Fast.SuperTrend.Factor","X__Fast.Super.trend.ATR.Length"
"10","A00051",1066.63,427.08,213.12,4,66,32,-0.7,"10","0.25","EURGBP",0.7104,1407.65765765766,422297.297297297,15014.4988738739,35.1561741918935,0.15453779151447,"No","Yes","Yes","X__Fast.SuperTrend.Factor","X__Fast.Super.trend.ATR.Length"
"11","A00052",1064.84,427.08,213.12,4,66,32,-0.7,"15","0.25","EURGBP",0.7104,1407.65765765766,422297.297297297,14989.3018018018,35.0971757090049,0.15453779151447,"No","Yes","Yes","X__Fast.SuperTrend.Factor","X__Fast.Super.trend.ATR.Length"
"12","A00053",1064.84,427.08,213.12,4,66,32,-0.7,"20","0.25","EURGBP",0.7104,1407.65765765766,422297.297297297,14989.3018018018,35.0971757090049,0.15453779151447,"No","Yes","Yes","X__Fast.SuperTrend.Factor","X__Fast.Super.trend.ATR.Length"
"13","A00054",1064.84,427.08,213.12,4,66,32,-0.7,"25","0.25","EURGBP",0.7104,1407.65765765766,422297.297297297,14989.3018018018,35.0971757090049,0.15453779151447,"No","Yes","Yes","X__Fast.SuperTrend.Factor","X__Fast.Super.trend.ATR.Length"
"14","A00055",1065.2,427.08,213.12,4,66,32,-0.7,"30","0.25","EURGBP",0.7104,1407.65765765766,422297.297297297,14994.3693693694,35.1090413256752,0.15453779151447,"No","Yes","Yes","X__Fast.SuperTrend.Factor","X__Fast.Super.trend.ATR.Length"
"15","A00056",1067.6,427.08,213.12,4,66,32,-0.7,"35","0.25","EURGBP",0.7104,1407.65765765766,422297.297297297,15028.1531531532,35.1881454368108,0.15453779151447,"No","Yes","Yes","X__Fast.SuperTrend.Factor","X__Fast.Super.trend.ATR.Length"
"16","A00105",701.8,403.81,388.74,9,98,37,-1.3,"35","0.25","EURJPY",1.2958,771.72403148634,231517.209445902,5415.95925297114,13.4121474281745,0.24268839305614,"No","No","No","X__Fast.SuperTrend.Factor","X__Fast.Super.trend.ATR.Length"
"17","A00099",618.46,403.81,366.54,9,98,36,-1.2,"5","0.25","EURJPY",1.2218,818.464560484531,245539.368145359,5061.87592077263,12.5352911536927,0.24268839305614,"No","No","No","X__Fast.SuperTrend.Factor","X__Fast.Super.trend.ATR.Length"
"18","A00100",607.17,403.81,377.82,9,98,36,-1.3,"10","0.25","EURJPY",1.2594,794.028902652057,238208.670795617,4821.10528823249,11.9390438281184,0.24268839305614,"No","No","No","X__Fast.SuperTrend.Factor","X__Fast.Super.trend.ATR.Length"
"19","A00101",577.51,403.81,388.74,9,98,36,-1.3,"15","0.25","EURJPY",1.2958,771.72403148634,231517.209445902,4456.78345423676,11.036832803142,0.24268839305614,"No","No","No","X__Fast.SuperTrend.Factor","X__Fast.Super.trend.ATR.Length"
"20","A00102",597.6,403.81,388.74,9,98,36,-1.3,"20","0.25","EURJPY",1.2958,771.72403148634,231517.209445902,4611.82281216237,11.4207741565646,0.24268839305614,"No","No","No","X__Fast.SuperTrend.Factor","X__Fast.Super.trend.ATR.Length"
"21","A00103",597.6,403.81,388.74,9,98,36,-1.3,"25","0.25","EURJPY",1.2958,771.72403148634,231517.209445902,4611.82281216237,11.4207741565646,0.24268839305614,"No","No","No","X__Fast.SuperTrend.Factor","X__Fast.Super.trend.ATR.Length"
"22","A00104",597.6,403.81,388.74,9,98,36,-1.3,"30","0.25","EURJPY",1.2958,771.72403148634,231517.209445902,4611.82281216237,11.4207741565646,0.24268839305614,"No","No","No","X__Fast.SuperTrend.Factor","X__Fast.Super.trend.ATR.Length"
"23","A00106",642.41,403.81,364.2,9,98,36,-1.2,"5","0.5","EURJPY",1.214,823.723228995058,247116.968698517,5291.68039538715,13.1043817522774,0.24268839305614,"No","No","No","X__Fast.SuperTrend.Factor","X__Fast.Super.trend.ATR.Length"
"24","A00107",596.1,403.81,365.95,9,98,36,-1.2,"10","0.5","EURJPY",1.21983333333333,819.784123514141,245935.237054242,4886.7331602678,12.1015654893831,0.24268839305614,"No","No","No","X__Fast.SuperTrend.Factor","X__Fast.Super.trend.ATR.Length"
"25","A00108",607.84,403.81,365.95,9,98,36,-1.2,"15","0.5","EURJPY",1.21983333333333,819.784123514141,245935.237054242,4982.97581636836,12.3399019746127,0.24268839305614,"No","No","No","X__Fast.SuperTrend.Factor","X__Fast.Super.trend.ATR.Length"
"26","A00109",588.84,403.81,368.49,9,98,36,-1.2,"20","0.5","EURJPY",1.2283,814.133355043556,244240.006513067,4793.94284783848,11.87177843005,0.24268839305614,"No","No","No","X__Fast.SuperTrend.Factor","X__Fast.Super.trend.ATR.Length"
"27","A00110",561.84,403.81,368.49,9,98,36,-1.2,"25","0.5","EURJPY",1.2283,814.133355043556,244240.006513067,4574.12684197672,11.3274233970846,0.24268839305614,"No","No","No","X__Fast.SuperTrend.Factor","X__Fast.Super.trend.ATR.Length"
"28","A00111",561.84,403.81,368.49,9,98,36,-1.2,"30","0.5","EURJPY",1.2283,814.133355043556,244240.006513067,4574.12684197672,11.3274233970846,0.24268839305614,"No","No","No","X__Fast.SuperTrend.Factor","X__Fast.Super.trend.ATR.Length"
"29","A00112",561.15,403.81,368.49,9,98,36,-1.2,"35","0.5","EURJPY",1.2283,814.133355043556,244240.006513067,4568.50932182691,11.3135121017977,0.24268839305614,"No","No","No","X__Fast.SuperTrend.Factor","X__Fast.Super.trend.ATR.Length"
