"","ID","Profit","nDays","MaxDDMoney","nLostEntries","nEntries","nWinTrades","PercDD","X","Y","Pair","DDAccount","DD3Perc","MoneyEntryAdjusted","ProfitAt3Perc","ProfitStan3PercDay","PercentDaysActive","FailByAmount","FailByTimeActive","MeetTarget","YName","XName"
"1","A00044",2426.45,392.61,2902.42,26,1547,554,-9.7,"10","168","AUDUSD",9.67473333333333,103.362022036783,31008.6066110349,2508.02778371152,6.3880894111498,3.94029698683172,"No","No","No","X__STOs.Length","X__STOs.Threshold"
"2","A00037",2096.01,392.89,2967.09,26,1484,530,-9.9,"10","144","AUDUSD",9.8903,101.109167568223,30332.750270467,2119.25826314672,5.3940244423292,3.7771386393138,"No","No","No","X__STOs.Length","X__STOs.Threshold"
"3","A00030",2147.58,393.01,2993.18,29,1393,498,-10,"10","120","AUDUSD",9.97726666666667,100.227851315324,30068.355394597,2152.47328927762,5.47689190930924,3.54443907279713,"No","No","No","X__STOs.Length","X__STOs.Threshold"
"4","A00023",580.55,393.01,2912.23,27,1259,443,-9.7,"10","96","AUDUSD",9.70743333333333,103.01384162652,30904.152487956,598.046857562761,1.52170900883632,3.20348082745986,"No","No","No","X__STOs.Length","X__STOs.Threshold"
"5","A00003",55.67,396.41,2207.59,21,1244,435,-7.4,"15","24","AUDUSD",7.35863333333333,135.894799306031,40768.4397918092,75.6526347736672,0.190844415563854,3.13816503115461,"No","No","No","X__STOs.Length","X__STOs.Threshold"
"6","A00077",4896.32,393.4,2428.38,12,2248,837,-8.1,"35","96","EURGBP",8.0946,123.539149556494,37061.7448669483,6048.87208756455,15.3758822764732,5.71428571428571,"No","No","No","X__STOs.Length","X__STOs.Threshold"
"7","A00070",5996.09,393.6,2609.85,13,2172,815,-8.7,"35","72","EURGBP",8.6995,114.949135007759,34484.7405023277,6892.45358928674,17.5113150134318,5.51829268292683,"No","No","No","X__STOs.Length","X__STOs.Threshold"
"8","A00084",3612.99,393.12,2782.09,13,2190,805,-9.3,"35","120","EURGBP",9.27363333333333,107.832600670719,32349.7802012156,3895.981078973,9.91041178004935,5.57081807081807,"No","No","No","X__STOs.Length","X__STOs.Threshold"
"9","A00091",2616.98,392.83,2821.51,13,2204,801,-9.4,"35","144","EURGBP",9.40503333333334,106.32604527363,31897.813582089,2782.53133960184,7.08329643764948,5.61056945752616,"No","No","No","X__STOs.Length","X__STOs.Threshold"
"10","A00063",3589.42,395.98,2787.21,13,2143,783,-9.3,"35","48","EURGBP",9.2907,107.634516236667,32290.354871,3863.45485270216,9.75669188520169,5.41188948936815,"No","No","No","X__STOs.Length","X__STOs.Threshold"
"11","A00115",-655.86,393.47,2977.82,14,1522,526,-9.9,"15","72","EURJPY",9.92606666666667,100.744840185102,30223.4520555305,-660.745108838009,-1.67927696860754,3.86814750806923,"No","No","No","X__STOs.Length","X__STOs.Threshold"
"12","A00135",-645.25,391.16,2609.7,12,1040,358,-8.7,"10","144","EURJPY",8.699,114.955742039315,34486.7226117945,-741.751925508679,-1.89628777356754,2.65875856427038,"No","No","No","X__STOs.Length","X__STOs.Threshold"
"13","A00100",-554.67,395.01,1679.16,9,337,113,-5.6,"10","24","EURJPY",5.5972,178.660758950904,53598.2276852712,-990.977631672979,-2.50874061839695,0.853142958406116,"No","No","No","X__STOs.Length","X__STOs.Threshold"
"14","A00141",174.11,376.88,1079.21,9,320,111,-3.6,"5","168","EURJPY",3.59736666666667,277.981115816199,83394.3347448597,483.992920747584,1.28420961777644,0.849076629165782,"No","No","No","X__STOs.Length","X__STOs.Threshold"
"15","A00134",430.87,380.53,1015.41,10,306,109,-3.4,"5","144","EURJPY",3.3847,295.447159275564,88634.1477826691,1272.99317517062,3.34531620416425,0.804141591990119,"No","No","No","X__STOs.Length","X__STOs.Threshold"
"16","A00160",3483.93,396.13,2844.86,16,2649,953,-9.5,"30","48","EURUSD",9.48286666666667,105.453343925536,31636.0031776608,3673.92068502492,9.27453281757232,6.68719864690884,"No","No","No","X__STOs.Length","X__STOs.Threshold"
"17","A00153",3931.01,396.27,2430.64,16,2429,880,-8.1,"30","24","EURUSD",8.10213333333333,123.424283316328,37027.2849948985,4851.82091959319,12.2437250349337,6.12965907083554,"No","No","No","X__STOs.Length","X__STOs.Threshold"
"18","A00159",1375.07,396.1,2934.67,14,2119,749,-9.8,"25","48","EURUSD",9.78223333333333,102.226144677255,30667.8434031765,1405.68104761353,3.54880345269763,5.34965917697551,"No","No","No","X__STOs.Length","X__STOs.Threshold"
"19","A00179",1503.81,392.83,2705.93,14,1856,651,-9,"20","120","EURUSD",9.01976666666667,110.867612983337,33260.283895001,1667.23825080471,4.24417241759722,4.72469006949571,"No","No","No","X__STOs.Length","X__STOs.Threshold"
"20","A00172",2571.17,392.86,2726.49,13,1784,637,-9.1,"20","96","EURUSD",9.0883,110.031579063191,33009.4737189573,2829.09895139905,7.20129041235823,4.54105788321539,"No","No","No","X__STOs.Length","X__STOs.Threshold"
"21","A00198",181.53,386.55,1333.23,12,352,125,-4.4,"10","24","GBPJPY",4.4441,225.017438851511,67505.2316554533,408.474156747148,1.05671751842491,0.91061958349502,"No","No","No","X__STOs.Length","X__STOs.Threshold"
"22","A00239",-476.61,387.53,2233.74,12,324,115,-7.4,"5","168","GBPJPY",7.4458,134.303902871417,40291.1708614252,-640.105831475463,-1.65175813866143,0.836064304698991,"No","No","No","X__STOs.Length","X__STOs.Threshold"
"23","A00232",-1015.88,387.53,2413.12,11,295,99,-8,"5","144","GBPJPY",8.04373333333333,124.320381912213,37296.114573664,-1262.94589576979,-3.258962908084,0.761231388537662,"No","No","No","X__STOs.Length","X__STOs.Threshold"
"24","A00225",-552.19,381.31,1692.67,11,256,85,-5.6,"5","120","GBPJPY",5.64223333333333,177.23478291693,53170.434875079,-978.672747788996,-2.56660656103694,0.671369751645643,"No","No","No","X__STOs.Length","X__STOs.Threshold"
"25","A00218",-122.01,381.31,1308.21,9,202,71,-4.4,"5","96","GBPJPY",4.3607,229.320980576513,68796.2941729539,-279.794528401404,-0.733771808768203,0.52975269465789,"No","No","No","X__STOs.Length","X__STOs.Threshold"
"26","A00247",-1004.67,386.8,1895.86,13,325,105,-6.3,"10","24","GBPUSD",6.31953333333333,158.239532454928,47471.8597364784,-1589.78511071493,-4.11009594290312,0.840227507755946,"No","No","No","X__STOs.Length","X__STOs.Threshold"
"27","A00274",-876.59,385.57,1863.79,11,225,72,-6.2,"5","120","GBPUSD",6.21263333333333,160.96234017781,48288.7020533429,-1410.97977776466,-3.65946463097404,0.58355162486708,"No","No","No","X__STOs.Length","X__STOs.Threshold"
"28","A00267",-1009,383.49,1658.99,12,190,58,-5.5,"5","96","GBPUSD",5.52996666666667,180.832916412998,54249.8749238995,-1824.60412660715,-4.7578923221131,0.495449685780594,"No","No","No","X__STOs.Length","X__STOs.Threshold"
"29","A00260",-506.65,385.03,874.72,10,147,48,-2.9,"5","72","GBPUSD",2.91573333333333,342.966892262667,102890.0676788,-1737.6417596488,-4.51300355725217,0.381788432070228,"No","No","No","X__STOs.Length","X__STOs.Threshold"
"30","A00253",-518.78,385.06,685.88,9,81,23,-2.3,"5","48","GBPUSD",2.28626666666667,437.394296378375,131218.288913513,-2269.11413075173,-5.89288456539691,0.210356827507401,"No","No","No","X__STOs.Length","X__STOs.Threshold"
"31","A00326",4513.15,393.08,2895.16,14,3071,1102,-9.7,"20","120","NZDUSD",9.65053333333333,103.621216098592,31086.3648295776,4676.58091435361,11.8972751459082,7.81265900071232,"No","No","No","X__STOs.Length","X__STOs.Threshold"
"32","A00319",3958.07,393.1,2859.17,14,2970,1063,-9.5,"20","96","NZDUSD",9.53056666666667,104.925555318502,31477.6665955505,4153.02692739501,10.5648102960952,7.55532943271432,"No","No","No","X__STOs.Length","X__STOs.Threshold"
"33","A00305",2559.98,396.1,2873.63,14,2787,992,-9.6,"20","48","NZDUSD",9.57876666666667,104.397573800385,31319.2721401155,2672.55700977509,6.74717750511258,7.03610199444585,"No","No","No","X__STOs.Length","X__STOs.Threshold"
