"","ID","Profit","nDays","MaxDDMoney","nLostEntries","nEntries","nWinTrades","PercDD","X","Y","Pair","DDAccount","DD3Perc","MoneyEntryAdjusted","ProfitAt3Perc","ProfitStan3PercDay","PercentDaysActive","FailByAmount","FailByTimeActive","MeetTarget","YName","XName"
"1","A00043",778.38,420.21,413.6,3,118,94,-1.4,"0.1","0.35","AUDUSD",1.37866666666667,725.338491295938,217601.547388781,5645.88974854932,13.4358767010526,0.280811974964899,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"2","A00036",711.57,420.21,453.71,3,120,92,-1.5,"0.1","0.3","AUDUSD",1.51236666666667,661.215313746666,198364.594124,4705.00980802715,11.1968059018756,0.285571499964304,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"3","A00029",476.08,420.21,642.78,4,122,88,-2.1,"0.1","0.25","AUDUSD",2.1426,466.722673387473,140016.802016242,2221.97330346308,5.28776874292159,0.290331024963709,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"4","A00022",695.81,420.21,467.02,4,125,87,-1.6,"0.1","0.2","AUDUSD",1.55673333333333,642.370776412145,192711.232923644,4469.68009935335,10.6367770861078,0.297470312462816,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"5","A00015",491.59,420.21,564.95,5,131,82,-1.9,"0.1","0.15","AUDUSD",1.88316666666667,531.020444287105,159306.133286132,2610.44340207098,6.21223531584441,0.311748887461031,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"6","A00085",743.51,427.07,265.87,2,75,61,-0.9,"0.1","0.3","EURGBP",0.886233333333333,1128.37100838756,338511.302516267,8389.55128446233,19.6444406876211,0.175615238719648,"No","Yes","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"7","A00092",747.63,427.07,253.47,2,73,61,-0.8,"0.1","0.35","EURGBP",0.8449,1183.57202035744,355071.606107232,8848.73949579832,20.7196466523013,0.170932165687124,"No","Yes","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"8","A00078",821.43,427.07,242.92,2,75,60,-0.8,"0.1","0.25","EURGBP",0.809733333333333,1234.97447719414,370492.343158241,10144.4508480158,23.7536020980537,0.175615238719648,"No","Yes","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"9","A00071",818.32,427.07,202.85,2,76,58,-0.7,"0.1","0.2","EURGBP",0.676166666666667,1478.92531427163,443677.594281489,12102.3416317476,28.3380748630145,0.17795677523591,"No","Yes","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"10","A00064",740.9,427.07,161.28,2,78,55,-0.5,"0.1","0.15","EURGBP",0.5376,1860.11904761905,558035.714285714,13781.6220238095,32.2701712220702,0.182639848268434,"No","Yes","Yes","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"11","A00141",278.35,404.1,519.65,2,98,76,-1.7,"0.1","0.35","EURJPY",1.73216666666667,577.311652073511,173193.495622053,1606.94698354662,3.97660723471076,0.2425142291512,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"12","A00134",399.2,403.98,582.87,2,100,75,-1.9,"0.1","0.3","EURJPY",1.9429,514.694528797159,154408.358639148,2054.66055895826,5.08604524718614,0.247537006782514,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"13","A00120",410.55,403.92,379.39,3,108,73,-1.3,"0.1","0.2","EURJPY",1.26463333333333,790.743034871768,237222.91046153,3246.39552966604,8.037224028684,0.267379679144385,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"14","A00127",151.22,403.97,504.89,3,105,73,-1.7,"0.1","0.25","EURJPY",1.68296666666667,594.188833211194,178256.649963358,898.532353581968,2.22425515157553,0.259920291110726,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"15","A00113",591.15,403.91,311.21,4,110,70,-1,"0.1","0.15","EURJPY",1.03736666666667,963.979306577552,289193.791973266,5698.5636708332,14.1084986032364,0.272337897056275,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"16","A00190",1246.92,433.36,357.64,2,92,78,-1.2,"0.1","0.35","EURUSD",1.19213333333333,838.832345375238,251649.703612571,10459.5682809529,24.1359799726623,0.212294628022891,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"17","A00183",1096.82,433.31,324.55,2,95,77,-1.1,"0.1","0.3","EURUSD",1.08183333333333,924.356801725466,277307.04051764,10138.5302726853,23.3978682067925,0.219242574600171,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"18","A00176",503.69,433.31,585.13,2,98,72,-2,"0.1","0.25","EURUSD",1.95043333333333,512.706578025396,153811.973407619,2582.45176285612,5.95982498178237,0.226166024324387,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"19","A00169",451.21,433.31,578.76,4,103,70,-1.9,"0.1","0.2","EURUSD",1.9292,518.349574953349,155504.872486005,2338.845117147,5.39762552709839,0.23770510719808,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"20","A00162",605.12,433.31,406.53,4,107,68,-1.4,"0.1","0.15","EURUSD",1.3551,737.952918603793,221385.875581138,4465.50070105527,10.3055565324024,0.246936373497034,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"21","A00239",202.52,409.99,748.87,2,106,81,-2.5,"0.1","0.35","GBPJPY",2.49623333333333,400.603576054589,120181.072816377,811.302362225754,1.97883451358754,0.258542891290031,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"22","A00225",546.66,409.74,489.19,2,108,79,-1.6,"0.1","0.25","GBPJPY",1.63063333333333,613.258652057483,183977.595617245,3352.43974733744,8.18187081402215,0.263581783570069,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"23","A00232",108.65,409.98,726.29,2,108,79,-2.4,"0.1","0.3","GBPJPY",2.42096666666667,413.058144818186,123917.443445456,448.787674344959,1.09465748169413,0.263427484267525,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"24","A00218",215.13,409.72,586.89,3,111,75,-2,"0.1","0.2","GBPJPY",1.9563,511.169043602719,153350.713080816,1099.67796350253,2.68397433247713,0.270916723616128,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"25","A00211",525.01,409.66,256.53,3,114,73,-0.9,"0.1","0.15","GBPJPY",0.8551,1169.45386504502,350836.159513507,6139.74973687288,14.9874279570202,0.278279548894205,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"26","A00288",984.44,432.88,324.27,2,100,84,-1.1,"0.1","0.35","GBPUSD",1.0809,925.154963456379,277546.489036914,9107.59552224998,21.0395387226252,0.231010903714655,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"27","A00281",994.71,432.88,298.51,2,102,83,-1,"0.1","0.3","GBPUSD",0.995033333333333,1004.99145757261,301497.437271783,9996.75052762052,23.0935837359557,0.235631121788948,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"28","A00267",1141.59,432.88,223.35,2,107,82,-0.7,"0.1","0.2","GBPUSD",0.7445,1343.18334452653,402955.003357958,15333.6467427804,35.4223959129098,0.247181666974681,"No","No","Yes","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"29","A00274",1009.85,432.88,223.35,2,104,82,-0.7,"0.1","0.25","GBPUSD",0.7445,1343.18334452653,402955.003357958,13564.1370047011,31.3346354756541,0.240251339863242,"No","No","Yes","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"30","A00260",1138.72,432.87,238.68,3,113,81,-0.8,"0.1","0.15","GBPUSD",0.7956,1256.9130216189,377073.906485671,14312.7199597788,33.0647075560302,0.261048351699124,"No","No","Yes","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"31","A00330",891.78,399.54,470.75,4,116,92,-1.6,"0.1","0.3","NZDUSD",1.56916666666667,637.280934678704,191184.280403611,5683.14391927775,14.2242176484901,0.290333883966562,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"32","A00337",916.23,399.54,445.21,4,113,92,-1.5,"0.1","0.35","NZDUSD",1.48403333333333,673.83931178545,202151.793535635,6173.91792637183,15.4525652659854,0.282825249036392,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"33","A00323",705.41,399.54,450.41,4,118,88,-1.5,"0.1","0.25","NZDUSD",1.50136666666667,666.059812171133,199817.94365134,4698.45252103639,11.7596549057326,0.295339640586675,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"34","A00316",528.56,399.54,612.06,4,121,84,-2,"0.1","0.2","NZDUSD",2.0402,490.148024703461,147044.407411038,2590.72639937261,6.48427291228065,0.302848275516844,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"35","A00309",331.6,399.54,692.78,4,129,80,-2.3,"0.1","0.15","NZDUSD",2.30926666666667,433.037905251306,129911.371575392,1435.95369381333,3.59401735449099,0.322871301997297,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"36","A00379",-191.17,420.92,879.53,3,85,61,-2.9,"0.1","0.3","USDCAD",2.93176666666667,341.091264652712,102327.379395814,-652.06417063659,-1.54914038448301,0.201938610662359,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"37","A00386",-578.87,420.92,1109.11,3,85,61,-3.7,"0.1","0.35","USDCAD",3.69703333333333,270.487147352382,81146.1442057145,-1565.76894987873,-3.71987301596202,0.201938610662359,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"38","A00372",-545.8,420.91,967.26,3,87,57,-3.2,"0.1","0.25","USDCAD",3.2242,310.154456919546,93046.3370758638,-1692.82302586688,-4.02181707696867,0.206695017937326,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"39","A00365",-361.52,420.87,835.13,3,89,56,-2.8,"0.1","0.2","USDCAD",2.78376666666667,359.225509800869,107767.652940261,-1298.6720630321,-3.08568456538148,0.211466723691401,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"40","A00358",-215.46,420.86,619.08,3,91,53,-2.1,"0.1","0.15","USDCAD",2.0636,484.590036828843,145377.011048653,-1044.09769335142,-2.48086701837054,0.216223922444518,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"41","A00428",165.13,426.62,674.69,3,95,71,-2.2,"0.1","0.3","USDCHF",2.24896666666667,444.648653455661,133394.596036698,734.248321451333,1.721082746827,0.222680605691247,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"42","A00435",67.35,426.82,618.42,3,93,71,-2.1,"0.1","0.35","USDCHF",2.0614,485.107208693121,145532.162607936,326.719705054817,0.7654742164257,0.217890445621105,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"43","A00421",242.12,426.62,708.14,5,97,70,-2.4,"0.1","0.25","USDCHF",2.36046666666667,423.645041940859,127093.512582258,1025.72937554721,2.40431619602271,0.227368618442642,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"44","A00414",506.84,426.62,489.14,5,98,69,-1.6,"0.1","0.2","USDCHF",1.63046666666667,613.321339493806,183996.401848142,3108.5578770904,7.2864794831241,0.22971262481834,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"45","A00407",715.29,426.62,333.15,6,103,68,-1.1,"0.1","0.15","USDCHF",1.1105,900.49527239982,270148.581719946,6441.15263394867,15.0981028408154,0.241432656696826,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"46","A00484",1308.97,430.36,527.37,2,98,81,-1.8,"0.1","0.35","USDJPY",1.7579,568.860572273736,170658.171682121,7446.21423289152,17.3022916462764,0.227716330513988,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"47","A00477",835.57,430.21,573.92,3,98,75,-1.9,"0.1","0.3","USDJPY",1.91306666666667,522.720936715919,156816.281014776,4367.6993309172,10.1524821155185,0.227795727667883,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"48","A00470",732.03,430.12,449.16,3,100,73,-1.5,"0.1","0.25","USDJPY",1.4972,667.913438418381,200374.031525514,4889.32674325407,11.36735502477,0.232493257695527,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"49","A00463",1126.08,430.11,304.1,3,100,72,-1,"0.1","0.2","USDJPY",1.01366666666667,986.517592897073,295955.277869122,11108.9773100954,25.8282237336852,0.232498663132687,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"50","A00456",1388.6,430.09,219.04,3,102,71,-0.7,"0.1","0.15","USDJPY",0.730133333333333,1369.61285609934,410883.856829803,19018.4441197955,44.2196845306691,0.237159664256318,"No","No","Yes","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"51","A00526",668.44,405.11,447.11,2,144,110,-1.5,"0.1","0.3","XAUUSD",1.49036666666667,670.975822504529,201292.746751359,4485.07078794927,11.0712418551733,0.355459011132779,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"52","A00533",689.09,405.11,466.46,2,139,110,-1.6,"0.1","0.35","XAUUSD",1.55486666666667,643.141962869271,192942.588860781,4431.82695193586,10.9398112906022,0.343116684357335,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"53","A00519",463.88,405.11,547.2,3,151,109,-1.8,"0.1","0.25","XAUUSD",1.824,548.245614035088,164473.684210526,2543.20175438596,6.27780542170266,0.3727382686184,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"54","A00512",662.71,405.11,553.05,3,154,107,-1.8,"0.1","0.2","XAUUSD",1.8435,542.4464334147,162733.93002441,3594.84675888256,8.87375468115465,0.380143664683666,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
"55","A00505",819.01,405.11,502.83,4,159,104,-1.7,"0.1","0.15","XAUUSD",1.6761,596.623113179405,178986.933953821,4886.40295925064,12.0619164159133,0.39248599145911,"No","No","No","X__Stop.loss..close.positions.when.lossing.this.much.percent","X__Minimum.profit.take"
