"","ID","Profit","nDays","MaxDDMoney","nLostEntries","nEntries","nWinTrades","PercDD","X","Y","Pair","DDAccount","DD3Perc","MoneyEntryAdjusted","ProfitAt3Perc","ProfitStan3PercDay","PercentDaysActive","FailByAmount","FailByTimeActive","MeetTarget","YName","XName"
"17","A00196",188.46,437.12,2726.16,12,840,300,-9.1,"120","35","EURUSD",9.0872,110.044898318514,33013.4694955542,207.390615371071,0.474447784066324,1.92166910688141,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"18","A00189",547.33,437.12,2278.54,14,797,286,-7.6,"120","30","EURUSD",7.59513333333333,131.663258051208,39498.9774153625,720.632510291678,1.64859194338323,1.82329795021962,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"19","A00148",783.78,434.93,2749.38,12,773,279,-9.2,"1","5","EURUSD",9.1646,109.115509678546,32734.6529035637,855.225541758506,1.96635215266481,1.77729749614881,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"20","A00155",806.85,434.83,2292.81,13,756,276,-7.6,"1","10","EURUSD",7.6427,130.843811741924,39253.1435225771,1055.71329503971,2.42787594011386,1.73861049145643,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"21","A00162",1380.01,434.83,2385.79,14,733,273,-8,"1","15","EURUSD",7.95263333333333,125.744512299909,37723.3536899727,1735.28684418997,3.9907247526389,1.68571625692799,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"22","A00182",514.09,437.12,1996.45,14,764,273,-6.7,"120","25","EURUSD",6.65483333333333,150.266723434096,45080.0170302287,772.506198502342,1.76726344825755,1.74780380673499,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"23","A00245",1573.06,413.15,2059.96,12,1004,368,-6.9,"120","35","GBPJPY",6.86653333333333,145.633895803802,43690.1687411406,2290.90856133129,5.54498017991356,2.43011012949292,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"24","A00238",1634.12,413.15,2009.32,12,964,354,-6.7,"120","30","GBPJPY",6.69773333333333,149.304242231203,44791.2726693608,2439.81048314853,5.90538662265165,2.33329299285974,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"25","A00231",1384.77,413.15,2108.94,13,942,343,-7,"120","25","GBPJPY",7.0298,142.251557654556,42675.4672963669,1969.856894933,4.7678976036137,2.28004356771148,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"26","A00197",890.12,413.15,2193.14,11,905,323,-7.3,"1","5","GBPJPY",7.31046666666667,136.790172993972,41037.0518981916,1217.59668785394,2.94710562230169,2.19048771632579,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"27","A00204",1495.45,413.15,1691.96,13,869,317,-5.6,"1","10","GBPJPY",5.63986666666667,177.309156244829,53192.7468734486,2651.56977706329,6.41793483495894,2.10335229335592,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"28","A00294",1698.82,437.18,1429.76,18,986,365,-4.8,"120","35","GBPUSD",4.76586666666667,209.825425246195,62947.6275738585,3564.55628916741,8.15352095056364,2.25536392332678,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"29","A00287",1731.14,437.18,1628.09,16,968,359,-5.4,"120","30","GBPUSD",5.42696666666667,184.264997635266,55279.4992905798,3189.88508006314,7.29650276788312,2.21419095109566,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"30","A00280",917.27,437.18,2147.3,18,907,329,-7.2,"120","25","GBPUSD",7.15766666666667,139.710333907698,41913.1001723094,1281.52097983514,2.93133487313038,2.07466032297909,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"31","A00246",1795.66,437.18,1436.16,11,854,315,-4.8,"1","5","GBPUSD",4.7872,208.890374331551,62667.1122994652,3750.96089572193,8.57990048886483,1.95342879363191,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"32","A00253",1332.04,437.17,1898.21,11,832,306,-6.3,"1","10","GBPUSD",6.32736666666667,158.043630578282,47413.0891734845,2105.20437675494,4.81552800227587,1.90314980442391,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"33","A00316",381.55,430.6,2871.3,12,910,324,-9.6,"1","20","NZDUSD",9.571,104.482290251802,31344.6870755407,398.652178455752,0.925806266734212,2.11333023687877,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"34","A00323",331.41,430.61,2723.92,14,886,318,-9.1,"1","25","NZDUSD",9.07973333333333,110.13539310993,33040.6179329789,364.999706305618,0.847634068659851,2.05754627156824,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"35","A00330",-137.61,430.6,2987.84,17,860,305,-10,"1","30","NZDUSD",9.95946666666667,100.406982970976,30122.0948912927,-138.17004926636,-0.32087795928091,1.99721319089642,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"36","A00337",699.28,430.58,2092.74,15,846,305,-7,"1","35","NZDUSD",6.9758,143.352733736632,43005.8201209897,1002.43699647352,2.32810858951536,1.96479167634354,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"37","A00296",160.9,430.57,2134.04,12,760,268,-7.1,"3","5","NZDUSD",7.11346666666667,140.578433393938,42173.5300181815,226.190699330847,0.525328516456898,1.76510207399494,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"38","A00344",-224.6,423.82,2593.32,13,563,191,-8.6,"1","5","USDCAD",8.6444,115.681828698348,34704.5486095044,-259.82138725649,-0.61304654630855,1.32839412958331,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"39","A00392",-298.66,423.76,1939.2,9,557,189,-6.5,"120","35","USDCAD",6.464,154.70297029703,46410.8910891089,-462.035891089109,-1.0903244550904,1.31442325844818,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"40","A00351",-9.93,423.78,2079.05,11,538,184,-6.9,"1","10","USDCAD",6.93016666666667,144.296673961665,43289.0021884996,-14.3286597243934,-0.0338115525140246,1.26952664118175,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"41","A00385",-452.56,423.59,2145.22,11,542,182,-7.2,"120","30","USDCAD",7.15073333333333,139.845796701504,41953.7390104512,-632.886137552326,-1.49410075202985,1.2795391770344,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"42","A00365",-479,423.79,2180.07,12,512,171,-7.3,"1","20","USDCAD",7.2669,137.610260221002,41283.0780663006,-659.1531464586,-1.55537682922816,1.20814554378348,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"43","A00378",-526.09,423.59,2219.23,11,513,171,-7.4,"120","25","USDCAD",7.39743333333333,135.182022593422,40554.6067780266,-711.179102661734,-1.67893270063442,1.21107674874289,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"44","A00401",-627.85,428.15,2902.41,17,553,186,-9.7,"3","10","USDCHF",9.6747,103.362378161597,31008.713448479,-648.960691287585,-1.51573208288587,1.29160341001985,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"45","A00408",-633.54,428.15,2733.02,18,527,176,-9.1,"3","15","USDCHF",9.11006666666667,109.768680799994,32930.6042399982,-695.428500340283,-1.62426369342586,1.23087702907859,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"46","A00402",-730.07,428.14,2715.6,18,497,166,-9.1,"5","10","USDCHF",9.052,110.472823685373,33141.847105612,-806.528943879806,-1.88379722492597,1.16083524080908,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"47","A00415",-783.19,428.1,2457.58,17,502,166,-8.2,"3","20","USDCHF",8.19193333333333,122.071305918831,36621.3917756492,-956.05026082569,-2.23324050648374,1.17262321887409,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"48","A00409",-490.02,428.11,2493.84,17,478,161,-8.3,"5","15","USDCHF",8.3128,120.296410355115,36088.9231065345,-589.476470022134,-1.37692758875554,1.11653546985588,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"49","A00490",773.59,431.3,2629.45,13,769,271,-8.8,"120","35","USDJPY",8.76483333333333,114.092300671243,34227.6902013729,882.606628762669,2.04638680445785,1.7829816832831,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"50","A00476",539.62,431.3,1914.83,14,765,267,-6.4,"120","25","USDJPY",6.38276666666667,156.671871654403,47001.5614963208,845.432753821488,1.96019650781704,1.77370739624391,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"51","A00442",1065.22,431.05,2484.49,18,700,248,-8.3,"1","5","USDJPY",8.28163333333333,120.749127587553,36224.738276266,1286.24385688813,2.98397832476078,1.62394153810463,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"52","A00449",1048.97,431.05,2469.27,16,694,245,-8.2,"1","10","USDJPY",8.2309,121.493396833882,36448.0190501646,1274.42928476837,2.95656950416048,1.61002203920659,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"53","A00456",525.4,431.07,2592.92,20,669,231,-8.6,"1","15","USDJPY",8.64306666666667,115.699674498249,34709.9023494747,607.886089813801,1.41017952957478,1.55195211914538,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"54","A00539",3131.5,431.11,1803.97,13,1505,556,-6,"120","35","XAUUSD",6.01323333333333,166.299883035749,49889.9649107247,5207.68083726448,12.0797031784567,3.49098837883603,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"55","A00532",2484.25,431.11,2169.04,13,1493,547,-7.2,"120","30","XAUUSD",7.23013333333333,138.310035776196,41493.0107328588,3435.96706377015,7.97004723567105,3.46315325554963,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"56","A00525",2422.73,431.11,1995.7,13,1435,525,-6.7,"120","25","XAUUSD",6.65233333333333,150.323194868968,45096.9584606905,3641.92513904896,8.44778627043899,3.32861682633203,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"57","A00518",1955.91,430.97,2010.07,13,1322,481,-6.7,"120","20","XAUUSD",6.70023333333333,149.248533633157,44774.5600899471,2919.16699418428,6.77348073922612,3.06749889783512,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
"58","A00491",170.1,431.07,2553.37,14,1259,442,-8.5,"1","5","XAUUSD",8.51123333333333,117.491785366006,35247.5356098019,199.853526907577,0.463621979974429,2.92063933931844,"No","No","No","X__STOf.Length","X__STOf.Timeframe"
