"","RawPassProfit","CappedProfit"
"1",159.829375229037,137.77199092186
"2",152.662506359863,130.539280309246
"3",167.263913180872,146.580095584455
"4",113.073249997343,103.877795938353
"5",173.498729107354,161.392469689323
"6",146.255648088241,130.195445005517
"7",98.1253406711069,98.1253406711069
"8",176.275812027833,160.672566341577
"9",137.155408240004,137.155408240004
"10",213.595592929259,155.917066485347
"11",142.908315572632,135.983028165506
"12",154.585401502093,154.585401502093
"13",163.139754506436,141.280083983918
"14",160.364726168569,105.151816054436
"15",177.548843695913,121.008058127508
"16",156.835985908651,145.963287150688
"17",75.697273222521,69.7726468606471
"18",85.7205354003304,85.1296051917375
"19",79.1271232816046,79.1271232816046
"20",80.0490171093534,80.0490171093534
"21",59.6025774849973,59.6025774849973
"22",64.7422806880345,64.7422806880345
"23",71.6111614507334,71.6111614507334
"24",81.2205615852876,81.2205615852876
"25",115.335952769419,115.335952769419
