"","RawPassProfit","CappedProfit"
"1",89.9525533539054,89.9525533539054
"2",90.3976343414675,90.3976343414675
"3",90.3976343414675,90.3976343414675
"4",70.0341769706098,70.0341769706098
"5",70.0341769706098,70.0341769706098
"6",69.0261805803599,69.0261805803599
"7",100.724398339042,100.724398339042
"8",100.724398339042,100.724398339042
"9",69.0261805803599,69.0261805803599
"10",69.0261805803599,69.0261805803599
"11",100.812518031394,100.812518031394
"12",89.4299552728455,89.4299552728455
"13",89.4299552728455,89.4299552728455
"14",100.812518031394,100.812518031394
"15",100.812518031394,100.812518031394
"16",76.7515377457671,76.7515377457671
"17",81.3141654725919,81.3141654725919
"18",81.3141654725919,81.3141654725919
"19",76.7515377457671,76.7515377457671
"20",76.7515377457671,76.7515377457671
"21",93.3359421639046,93.3359421639046
"22",79.9489431038077,79.9489431038077
"23",79.9489431038077,79.9489431038077
"24",93.3359421639046,93.3359421639046
"25",93.3359421639046,93.3359421639046
