"","ID","Profit","nDays","MaxDDMoney","nLostEntries","nEntries","nWinTrades","PercDD","X","Y","Pair","DDAccount","DD3Perc","MoneyEntryAdjusted","ProfitAt3Perc","ProfitStan3PercDay","PercentDaysActive","FailByAmount","YName","XName"
"1","A00015",45880.5,363.07,4693.66,3,549,456,-15.6,"15","100","AUDUSD",15.6455333333333,63.916005846184,19174.8017538552,29324.9830622584,80.7695019204518,1.51210510369901,"No","BLAISlow.length","BLAISlow.Timeframe"
"2","A00014",44440.7,363.07,4693.66,3,545,454,-15.6,"15","80","AUDUSD",15.6455333333333,63.916005846184,19174.8017538552,28404.7204100851,78.2348318783846,1.50108794447352,"No","BLAISlow.length","BLAISlow.Timeframe"
"3","A00013",43184.3,360.14,6936.59,3,533,447,-23.1,"15","60","AUDUSD",23.1219666666667,43.2489162542402,12974.6748762721,18676.7417419798,51.8596705225186,1.47998000777475,"No","BLAISlow.length","BLAISlow.Timeframe"
"4","A00016",50511.42,360.45,11986.03,4,542,444,-40,"30","20","AUDUSD",39.9534333333333,25.0291380882577,7508.74142647732,12642.5730621398,35.0744154865858,1.5036759606048,"No","BLAISlow.length","BLAISlow.Timeframe"
"5","A00017",49410.4,360.17,11456.18,4,542,444,-38.2,"30","40","AUDUSD",38.1872666666667,26.1867393843323,7856.02181529969,12938.9726767561,35.9246263618739,1.50484493433656,"No","BLAISlow.length","BLAISlow.Timeframe"
"6","A00038",23723.6,358.06,19898.18,4,283,225,-66.3,"15","60","EURGBP",66.3272666666667,15.0767557635925,4523.02672907773,3576.74923033162,9.98924546258062,0.79037032899514,"No","BLAISlow.length","BLAISlow.Timeframe"
"7","A00039",20526.46,358.06,21185,4,284,222,-70.6,"15","80","EURGBP",70.6166666666667,14.1609629454803,4248.28888364409,2906.74439461883,8.11803718544052,0.793163157012791,"No","BLAISlow.length","BLAISlow.Timeframe"
"8","A00042",20539.55,357.97,24844.3,4,282,222,-82.8,"30","40","EURGBP",82.8143333333333,12.075204372834,3622.5613118502,2480.19263976043,6.92849300153764,0.787775511914406,"No","BLAISlow.length","BLAISlow.Timeframe"
"9","A00037",22767.84,359.2,11679.23,4,281,221,-38.9,"15","40","EURGBP",38.9307666666667,25.6866248887983,7705.9874666395,5848.28965608178,16.2814300002277,0.782293986636971,"No","BLAISlow.length","BLAISlow.Timeframe"
"10","A00041",18662.27,358.06,4367.85,4,275,215,-14.6,"30","20","EURGBP",14.5595,68.6836773240839,20605.1031972252,12817.9333081493,35.7982832713772,0.768027704853935,"No","BLAISlow.length","BLAISlow.Timeframe"
"11","A00065",58778.06,360.03,24423.56,5,499,409,-81.4,"15","100","EURJPY",81.4118666666667,12.2832216106088,3684.96648318263,7219.83936821659,20.0534382363042,1.38599561147682,"No","BLAISlow.length","BLAISlow.Timeframe"
"12","A00064",67868.63,363.5,87751.18,5,487,399,-292.5,"15","80","EURJPY",292.503933333333,3.41875744576882,1025.62723373065,2320.26384146629,6.38311923374496,1.33975240715268,"No","BLAISlow.length","BLAISlow.Timeframe"
"13","A00063",68592.13,363.38,87751.18,5,484,393,-292.5,"15","60","EURJPY",292.503933333333,3.41875744576882,1025.62723373065,2344.99855158643,6.45329559025381,1.33193901700699,"No","BLAISlow.length","BLAISlow.Timeframe"
"14","A00066",70960.26,360.03,84015.69,5,483,384,-280.1,"30","20","EURJPY",280.0523,3.57076160417179,1071.22848125154,2533.82171830047,7.03780717801426,1.34155487042746,"No","BLAISlow.length","BLAISlow.Timeframe"
"15","A00062",53247.34,363.3,19410.61,5,464,371,-64.7,"15","40","EURJPY",64.7020333333333,15.4554648205286,4636.63944615857,8229.62390156723,22.6524192170857,1.27718139278833,"No","BLAISlow.length","BLAISlow.Timeframe"
"16","A00093",67401.81,362.35,62908.36,5,388,298,-209.7,"30","60","EURUSD",209.694533333333,4.76884153393921,1430.65246018176,3214.28550990679,8.87066513014155,1.07078791223955,"No","BLAISlow.length","BLAISlow.Timeframe"
"17","A00094",65663.59,361.66,62908.36,5,378,287,-209.7,"30","80","EURUSD",209.694533333333,4.76884153393921,1430.65246018176,3131.39255259555,8.65838785764407,1.04518055632362,"No","BLAISlow.length","BLAISlow.Timeframe"
"18","A00096",64382.79,362.35,62908.36,5,369,279,-209.7,"60","20","EURUSD",209.694533333333,4.76884153393921,1430.65246018176,3070.31323022886,8.47333580855212,1.01835242169173,"No","BLAISlow.length","BLAISlow.Timeframe"
"19","A00095",128921.84,361.24,88837.2,6,360,273,-296.1,"30","100","EURUSD",296.124,3.37696370439411,1013.08911131823,4353.64374383704,12.0519425972679,0.996567379027793,"No","BLAISlow.length","BLAISlow.Timeframe"
"20","A00097",52628.18,360.9,50585.53,5,317,246,-168.6,"60","40","EURUSD",168.618433333333,5.93054970462897,1779.16491138869,3121.1403735416,8.64821383635801,0.878359656414519,"No","BLAISlow.length","BLAISlow.Timeframe"
"21","A00118",61048.74,358.74,80807.12,4,474,391,-269.4,"30","60","GBPJPY",269.357066666667,3.71254414214985,1113.76324264496,2266.46142072629,6.31783860379744,1.32129118581703,"No","BLAISlow.length","BLAISlow.Timeframe"
"22","A00119",55293.54,358.19,34921.85,4,447,365,-116.4,"30","80","GBPJPY",116.406166666667,8.59061017672317,2577.18305301695,4750.0524743105,13.2612648993844,1.24794103687987,"No","BLAISlow.length","BLAISlow.Timeframe"
"23","A00120",52449.41,357.87,34921.85,4,438,361,-116.4,"30","100","GBPJPY",116.406166666667,8.59061017672317,2577.18305301695,4505.72435309126,12.5903941461739,1.22390812306145,"No","BLAISlow.length","BLAISlow.Timeframe"
"24","A00112",65708.21,363.07,59127.57,5,432,343,-197.1,"15","40","GBPJPY",197.0919,5.0737752287131,1522.13256861393,3333.88688221079,9.18249065527525,1.18985319635332,"No","BLAISlow.length","BLAISlow.Timeframe"
"25","A00122",40926.56,357.41,15902.53,4,388,317,-53,"60","40","GBPJPY",53.0084333333333,18.8649227512855,5659.47682538565,7720.76392875851,21.601980718946,1.08558798019082,"No","BLAISlow.length","BLAISlow.Timeframe"
"26","A00138",60515,363.42,21421.14,4,445,366,-71.4,"15","60","GBPUSD",71.4038,14.0048568843675,4201.45706531025,8475.03914357499,23.3202331835755,1.22447856474602,"No","BLAISlow.length","BLAISlow.Timeframe"
"27","A00146",66349.25,362.87,40201.01,5,438,359,-134,"60","20","GBPUSD",134.003366666667,7.46249907651574,2238.74972295472,4951.31216852512,13.6448650164663,1.20704384490313,"No","BLAISlow.length","BLAISlow.Timeframe"
"28","A00137",56463.57,363.29,20589.09,4,434,355,-68.6,"15","40","GBPUSD",68.6303,14.5708236740915,4371.24710222744,8227.20722479721,22.6463905551962,1.19463789259269,"No","BLAISlow.length","BLAISlow.Timeframe"
"29","A00136",55382.23,362.95,20589.09,4,408,333,-68.6,"15","20","GBPUSD",68.6303,14.5708236740915,4371.24710222744,8069.64708007979,22.2334951923951,1.12412177985948,"No","BLAISlow.length","BLAISlow.Timeframe"
"30","A00147",49529.43,355.38,34618.06,5,393,329,-115.4,"60","40","GBPUSD",115.393533333333,8.66599688139659,2599.79906441898,4292.21885917351,12.0778289694792,1.10585851764309,"No","BLAISlow.length","BLAISlow.Timeframe"
"31","A00167",52572.45,363.07,68118.07,4,515,430,-227.1,"30","40","NZDUSD",227.060233333333,4.40411773263688,1321.23531979106,2315.35259293165,6.37715204487194,1.41845925028231,"No","BLAISlow.length","BLAISlow.Timeframe"
"32","A00164",43254.25,363.07,9665.3,3,502,421,-32.2,"15","80","NZDUSD",32.2176666666667,31.0388710127984,9311.66130383951,13425.6308650533,36.9780782357489,1.38265348279946,"No","BLAISlow.length","BLAISlow.Timeframe"
