"","ID","Profit","nDays","MaxDDMoney","nLostEntries","nEntries","nWinTrades","PercDD","X","Y","Pair","DDAccount","DD3Perc","MoneyEntryAdjusted","ProfitAt3Perc","ProfitStan3PercDay","PercentDaysActive","FailByAmount","YName","XName"
"1","A00001",55177.51,864.35,27850.26,6,347,265,-92.8,"10","0.5","AUDUSD",92.8342,10.7718922552249,3231.56767656747,5943.66192631595,6.87645274057494,0.401457742812518,"No","BB.Exit.number.of.SDs","BB.Exit.length"
"2","A00002",55177.51,864.35,27850.26,6,347,265,-92.8,"10","1","AUDUSD",92.8342,10.7718922552249,3231.56767656747,5943.66192631595,6.87645274057494,0.401457742812518,"No","BB.Exit.number.of.SDs","BB.Exit.length"
"3","A00003",55177.51,864.35,27850.26,6,347,265,-92.8,"10","1.5","AUDUSD",92.8342,10.7718922552249,3231.56767656747,5943.66192631595,6.87645274057494,0.401457742812518,"No","BB.Exit.number.of.SDs","BB.Exit.length"
"4","A00004",62401.36,864.36,27850.26,6,337,261,-92.8,"10","2","AUDUSD",92.8342,10.7718922552249,3231.56767656747,6721.80726499501,7.77662925747954,0.38988384469434,"No","BB.Exit.number.of.SDs","BB.Exit.length"
"5","A00005",62401.36,864.36,27850.26,6,337,261,-92.8,"10","2.5","AUDUSD",92.8342,10.7718922552249,3231.56767656747,6721.80726499501,7.77662925747954,0.38988384469434,"No","BB.Exit.number.of.SDs","BB.Exit.length"
"6","A00027",8646.22,725.73,4830.84,4,86,69,-16.1,"10","1","EURGBP",16.1028,62.1010010681372,18630.3003204412,5369.38917455349,7.39860440460432,0.118501371033304,"No","BB.Exit.number.of.SDs","BB.Exit.length"
"7","A00028",8646.22,725.73,4830.84,4,86,69,-16.1,"10","1.5","EURGBP",16.1028,62.1010010681372,18630.3003204412,5369.38917455349,7.39860440460432,0.118501371033304,"No","BB.Exit.number.of.SDs","BB.Exit.length"
"8","A00031",9718.62,725.76,4830.84,4,84,69,-16.1,"20","0.5","EURGBP",16.1028,62.1010010681372,18630.3003204412,6035.3603100082,8.31591753473352,0.115740740740741,"No","BB.Exit.number.of.SDs","BB.Exit.length"
"9","A00034",9718.62,725.76,4830.84,4,84,69,-16.1,"20","2","EURGBP",16.1028,62.1010010681372,18630.3003204412,6035.3603100082,8.31591753473352,0.115740740740741,"No","BB.Exit.number.of.SDs","BB.Exit.length"
"10","A00035",9718.62,725.76,4830.84,4,84,69,-16.1,"20","2.5","EURGBP",16.1028,62.1010010681372,18630.3003204412,6035.3603100082,8.31591753473352,0.115740740740741,"No","BB.Exit.number.of.SDs","BB.Exit.length"
"11","A00052",84202.81,811.47,30179.06,7,281,204,-100.6,"10","1","EURJPY",100.596866666667,9.94066746943079,2982.20024082924,8370.32134201662,10.3150102185128,0.346285136850407,"No","BB.Exit.number.of.SDs","BB.Exit.length"
"12","A00053",84202.81,811.47,30179.06,7,281,204,-100.6,"10","1.5","EURJPY",100.596866666667,9.94066746943079,2982.20024082924,8370.32134201662,10.3150102185128,0.346285136850407,"No","BB.Exit.number.of.SDs","BB.Exit.length"
"13","A00057",87652.06,811.47,30179.06,7,276,201,-100.6,"20","1","EURJPY",100.596866666667,9.94066746943079,2982.20024082924,8713.19981470596,10.7375501432043,0.340123479611076,"No","BB.Exit.number.of.SDs","BB.Exit.length"
"14","A00058",87652.06,811.47,30179.06,7,276,201,-100.6,"20","1.5","EURJPY",100.596866666667,9.94066746943079,2982.20024082924,8713.19981470596,10.7375501432043,0.340123479611076,"No","BB.Exit.number.of.SDs","BB.Exit.length"
"15","A00056",84826.05,811.47,30179.06,7,271,197,-100.6,"20","0.5","EURJPY",100.596866666667,9.94066746943079,2982.20024082924,8432.2755579531,10.3913583471393,0.333961822371745,"No","BB.Exit.number.of.SDs","BB.Exit.length"
"16","A00059",84826.05,811.47,30179.06,7,271,197,-100.6,"20","2","EURJPY",100.596866666667,9.94066746943079,2982.20024082924,8432.2755579531,10.3913583471393,0.333961822371745,"No","BB.Exit.number.of.SDs","BB.Exit.length"
"17","A00060",84826.05,811.47,30179.06,7,271,197,-100.6,"20","2.5","EURJPY",100.596866666667,9.94066746943079,2982.20024082924,8432.2755579531,10.3913583471393,0.333961822371745,"No","BB.Exit.number.of.SDs","BB.Exit.length"
"18","A00072",140071.75,811.5,70978.82,7,270,197,-236.6,"50","1","EURJPY",236.596066666667,4.22661295299076,1267.98388589723,5920.29072898084,7.29549073195421,0.33271719038817,"No","BB.Exit.number.of.SDs","BB.Exit.length"
"19","A00073",140071.75,811.5,70978.82,7,270,197,-236.6,"50","1.5","EURJPY",236.596066666667,4.22661295299076,1267.98388589723,5920.29072898084,7.29549073195421,0.33271719038817,"No","BB.Exit.number.of.SDs","BB.Exit.length"
"20","A00077",46513.33,822.76,39214.45,7,197,149,-130.7,"10","1","EURUSD",130.714833333333,7.65024117385301,2295.0723521559,3558.38192299012,4.32493305823098,0.239437989207059,"No","BB.Exit.number.of.SDs","BB.Exit.length"
"21","A00078",46513.33,822.76,39214.45,7,197,149,-130.7,"10","1.5","EURUSD",130.714833333333,7.65024117385301,2295.0723521559,3558.38192299012,4.32493305823098,0.239437989207059,"No","BB.Exit.number.of.SDs","BB.Exit.length"
"22","A00076",50159.07,822.77,39214.45,7,191,146,-130.7,"10","0.5","EURUSD",130.714833333333,7.65024117385301,2295.0723521559,3837.28982556175,4.6638669683651,0.232142640105983,"No","BB.Exit.number.of.SDs","BB.Exit.length"
"23","A00079",50159.07,822.77,39214.45,7,191,146,-130.7,"10","2","EURUSD",130.714833333333,7.65024117385301,2295.0723521559,3837.28982556175,4.6638669683651,0.232142640105983,"No","BB.Exit.number.of.SDs","BB.Exit.length"
"24","A00080",50159.07,822.77,39214.45,7,191,146,-130.7,"10","2.5","EURUSD",130.714833333333,7.65024117385301,2295.0723521559,3837.28982556175,4.6638669683651,0.232142640105983,"No","BB.Exit.number.of.SDs","BB.Exit.length"
"25","A00112",47487.37,832.16,10171.31,7,316,238,-33.9,"30","1","GBPJPY",33.9043666666667,29.494725851439,8848.4177554317,14006.2695955585,16.8312218750703,0.379734666410306,"No","BB.Exit.number.of.SDs","BB.Exit.length"
"26","A00113",47487.37,832.16,10171.31,7,316,238,-33.9,"30","1.5","GBPJPY",33.9043666666667,29.494725851439,8848.4177554317,14006.2695955585,16.8312218750703,0.379734666410306,"No","BB.Exit.number.of.SDs","BB.Exit.length"
"27","A00102",46241,832.15,10171.31,7,322,237,-33.9,"10","1","GBPJPY",33.9043666666667,29.494725851439,8848.4177554317,13638.6561809639,16.389660735401,0.386949468244908,"No","BB.Exit.number.of.SDs","BB.Exit.length"
"28","A00103",46241,832.15,10171.31,7,322,237,-33.9,"10","1.5","GBPJPY",33.9043666666667,29.494725851439,8848.4177554317,13638.6561809639,16.389660735401,0.386949468244908,"No","BB.Exit.number.of.SDs","BB.Exit.length"
