"","RawPassProfit","CappedProfit"
"1",59.6812224957234,59.6812224957234
"2",71.2156857743936,71.2156857743936
"3",77.9568112009635,77.9568112009635
"4",71.2663377782491,71.2663377782491
"5",63.1134100774268,63.1134100774268
"6",59.9296224214108,59.9296224214108
"7",44.2903371029047,44.2903371029047
"8",43.7234109210501,43.7234109210501
"9",64.6741132005189,64.6741132005189
"10",61.9366991384927,61.9366991384927
"11",54.0754983864469,54.0754983864469
"12",44.0539314157402,44.0539314157402
"13",48.9553881790925,48.9553881790925
"14",23.4485218621739,23.4485218621739
"15",28.1435360005569,28.1435360005569
"16",24.0245765901314,24.0245765901314
"17",28.1633590326255,28.1633590326255
"18",35.8551031920857,35.8551031920857
"19",48.5926512651504,48.5926512651504
"20",24.2469684763401,24.2469684763401
"21",24.8321826633951,24.8321826633951
"22",22.9277799459036,22.9277799459036
"23",23.1682367902533,23.1682367902533
"24",19.7656967530514,19.7656967530514
"25",21.8889209762396,21.8889209762396
"26",17.8023331953472,17.8023331953472
"27",18.181183194598,18.181183194598
"28",18.9458136235401,18.9458136235401
"29",18.9664116191527,18.9664116191527
"30",23.1895421268578,23.1895421268578
"31",19.7630947222733,19.7630947222733
"32",20.4362324622449,20.4362324622449
"33",21.6594273767062,21.6594273767062
"34",21.6888862515021,21.6888862515021
"35",26.265668213987,26.265668213987
"36",26.4445739993921,26.4445739993921
