"","ID","Profit","nDays","MaxDDMoney","nLostEntries","nEntries","nWinTrades","PercDD","X","Y","Pair","DDAccount","DD3Perc","MoneyEntryAdjusted","ProfitAt3Perc","ProfitStan3PercDay","PercentDaysActive","FailByAmount","YName","XName"
"1","A00001",83641.14,358.2,30206.35,5,550,433,-100.7,"15","1","AUDUSD",100.687833333333,9.93168654935138,2979.50596480541,8306.97585110416,23.1908873565163,1.53545505304299,"No","BB.Number.of.SDs.to.Enter","BB.Length.Bollinger.bands.to.Enter"
"2","A00002",82746.16,358.09,31672.06,5,509,384,-105.6,"15","1.5","AUDUSD",105.573533333333,9.47207096728157,2841.62129018447,7837.77499790036,21.8877237507341,1.4214303666676,"No","BB.Number.of.SDs.to.Enter","BB.Length.Bollinger.bands.to.Enter"
"3","A00006",63632.2,358.07,31163.78,4,484,378,-103.9,"30","1","AUDUSD",103.879266666667,9.62656006427975,2887.96801928393,6125.59195322262,17.1072470556668,1.35169101013768,"No","BB.Number.of.SDs.to.Enter","BB.Length.Bollinger.bands.to.Enter"
"4","A00007",67797.7,357.1,30869.76,5,473,369,-102.9,"30","1.5","AUDUSD",102.8992,9.71824853837542,2915.47456151263,6588.74898930215,18.4507112553967,1.32455894707365,"No","BB.Number.of.SDs.to.Enter","BB.Length.Bollinger.bands.to.Enter"
"5","A00012",61480.47,358.2,31157.82,4,445,354,-103.9,"45","1.5","AUDUSD",103.8594,9.62840147353056,2888.52044205917,5919.58647941352,16.5259254031645,1.24232272473478,"No","BB.Number.of.SDs.to.Enter","BB.Length.Bollinger.bands.to.Enter"
"6","A00031",29126.85,349.5,12115.98,4,259,200,-40.4,"30","1","EURGBP",40.3866,24.760687950954,7428.20638528621,7212.00843844245,20.6352172773747,0.741058655221745,"No","BB.Number.of.SDs.to.Enter","BB.Length.Bollinger.bands.to.Enter"
"7","A00043",27731.47,349.76,21313.84,5,248,198,-71,"60","2","EURGBP",71.0461333333333,14.075361361444,4222.60840843321,3903.30461334044,11.1599514333841,0.709057639524245,"No","BB.Number.of.SDs.to.Enter","BB.Length.Bollinger.bands.to.Enter"
"8","A00026",32113.23,356.15,14689.51,4,261,197,-49,"15","1","EURGBP",48.9650333333333,20.4227370416032,6126.82111248095,6558.40051846522,18.4147143576168,0.732837287659694,"No","BB.Number.of.SDs.to.Enter","BB.Length.Bollinger.bands.to.Enter"
"9","A00027",28221.17,348.06,12602.32,4,253,195,-42,"15","1.5","EURGBP",42.0077333333333,23.8051406407709,7141.54219223127,6718.08920897105,19.3015261994226,0.726886169051313,"No","BB.Number.of.SDs.to.Enter","BB.Length.Bollinger.bands.to.Enter"
"10","A00028",29247.04,348,22686,4,248,195,-75.6,"15","2","EURGBP",75.62,13.2240148108966,3967.20444326898,3867.63290134885,11.1138876475542,0.71264367816092,"No","BB.Number.of.SDs.to.Enter","BB.Length.Bollinger.bands.to.Enter"
