"","ID","Profit","nDays","MaxDDMoney","nLostEntries","nEntries","nWinTrades","PercDD","X","Y","Pair","DDAccount","DD3Perc","MoneyEntryAdjusted","ProfitAt3Perc","ProfitStan3PercDay","PercentDaysActive","FailByAmount","YName","XName"
"1","A00026",242590.88,873.99,80290.34,7,919,684,-267.6,"-0.1","5","AUDUSD",267.634466666667,3.73643952684719,1120.93185805416,9064.26152884643,10.3711272770243,1.05149944507374,"No","PPO.Entry.Timeframe","PPOthreshold"
"2","A00021",118245.83,869.95,80290.34,6,629,477,-267.6,"-0.2","5","AUDUSD",267.634466666667,3.73643952684719,1120.93185805416,4418.18393096853,5.07866421170014,0.723030059198804,"No","PPO.Entry.Timeframe","PPOthreshold"
"3","A00016",77438.48,869.91,80290.34,6,421,319,-267.6,"-0.3","5","AUDUSD",267.634466666667,3.73643952684719,1120.93185805416,2893.44197570966,3.3261394577711,0.483958110609144,"No","PPO.Entry.Timeframe","PPOthreshold"
"4","A00011",37905.22,870.31,11747.89,5,258,198,-39.2,"-0.4","5","AUDUSD",39.1596333333333,25.5365005971285,7660.95017913855,9679.66673164288,11.1220906707298,0.296446093920557,"No","PPO.Entry.Timeframe","PPOthreshold"
"5","A00006",21594.81,863.09,11747.89,4,153,122,-39.2,"-0.5","5","AUDUSD",39.1596333333333,25.5365005971285,7660.95017913855,5514.55878459877,6.38932067872269,0.17727004136301,"No","PPO.Entry.Timeframe","PPOthreshold"
"6","A00060",148163.45,837.26,69892.42,8,977,743,-233,"-0.1","120","EURGBP",232.974733333333,4.29231095446402,1287.69328633921,6359.63599486182,7.59577191656333,1.16690155984999,"No","PPO.Entry.Timeframe","PPOthreshold"
"7","A00055",109970.48,837.26,27622.19,7,893,686,-92.1,"-0.2","120","EURGBP",92.0739666666667,10.8608332648497,3258.24997945492,11943.7104733549,14.2652347817344,1.0665743018895,"No","PPO.Entry.Timeframe","PPOthreshold"
"8","A00050",99587.3,837.26,22181.24,7,803,619,-73.9,"-0.3","120","EURGBP",73.9374666666667,13.5249426993261,4057.48280979783,13469.125260806,16.0871476731314,0.959080811217543,"No","PPO.Entry.Timeframe","PPOthreshold"
"9","A00045",82453.94,837.26,16722.21,6,712,555,-55.7,"-0.4","120","EURGBP",55.7407,17.9402124479958,5382.06373439874,14792.412007743,17.6676444685558,0.850392948427012,"No","PPO.Entry.Timeframe","PPOthreshold"
"10","A00040",68934.13,837.26,16722.21,6,627,493,-55.7,"-0.5","120","EURGBP",55.7407,17.9402124479958,5382.06373439874,12366.9293711776,14.7707156333488,0.748871318347945,"No","PPO.Entry.Timeframe","PPOthreshold"
"11","A00067",86591.81,874.27,27725.57,6,511,363,-92.4,"-0.5","15","EURJPY",92.4185666666667,10.8203366062447,3246.10098187341,9369.52531543986,10.7169699468584,0.584487629679618,"No","PPO.Entry.Timeframe","PPOthreshold"
"12","A00081",152042.95,874.76,88295.5,7,485,350,-294.3,"-0.2","5","EURJPY",294.318333333333,3.39768164855514,1019.30449456654,5165.93541007186,5.90554598983934,0.554437788650601,"No","PPO.Entry.Timeframe","PPOthreshold"
