"","RawPassProfit","CappedProfit"
"1",0,0
"2",0,0
"3",0,0
"4",0,0
"5",0,0
"6",137.248343464648,132.550177019249
"7",122.346042373728,110.62121716232
"8",124.379179947878,117.89858011264
"9",94.3292375522639,94.3292375522639
"10",118.045754614692,111.212437981484
"11",85.2005372524318,85.2005372524318
"12",198.70588205842,134.616621205138
"13",198.709837283135,132.276227750941
"14",160.554336409471,130.739077262772
"15",179.029606382034,148.404344331463
"16",192.117831709994,167.950112245756
"17",162.929566795355,146.781938377535
"18",117.432018683359,117.432018683359
"19",157.565419807511,157.565419807511
"20",143.737609266782,143.737609266782
"21",179.284289903373,179.284289903373
"22",125.39844287127,125.39844287127
"23",132.743988472648,132.743988472648
"24",143.957942041134,143.957942041134
"25",159.576585335317,159.576585335317
