"","ID","Profit","nDays","MaxDDMoney","nLostEntries","nEntries","nWinTrades","PercDD","X","Y","Pair","DDAccount","DD3Perc","MoneyEntryAdjusted","ProfitAt3Perc","ProfitStan3PercDay","PercentDaysActive","FailByAmount","YName","XName"
"1","A00007",98124.51,864.43,47422.41,8,372,307,-158.1,"0.2","5","AUDUSD",158.0747,6.32612302917545,1897.83690875263,6207.47722437556,7.18100624038449,0.430341381025647,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"2","A00013",101449.63,864.46,33877.7,9,343,277,-112.9,"0.3","5","AUDUSD",112.925666666667,8.85538274440119,2656.61482332036,8983.75302927885,10.3923293492803,0.39677949239988,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"3","A00019",104038,867.22,24953.2,9,317,265,-83.2,"0.4","5","AUDUSD",83.1773333333333,12.0225061314781,3606.75183944344,12507.9749290672,14.4230701887263,0.365535850187957,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"4","A00002",23657.75,864.4,9318.15,4,305,246,-31.1,"0.1","15","AUDUSD",31.0605,32.1952318861577,9658.5695658473,7616.66747154746,8.81150794949961,0.352845904673762,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"5","A00003",16146.85,864.4,6110.73,3,263,227,-20.4,"0.1","25","AUDUSD",20.3691,49.0939707694498,14728.1912308349,7927.12981918691,9.17067309022085,0.304257288292457,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"6","A00025",15099.79,844.53,10732.59,5,151,126,-35.8,"0.1","5","EURGBP",35.7753,27.9522463822805,8385.67391468415,4220.73050400695,4.99772714291612,0.178797674446142,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"7","A00031",13433.89,788.56,5837.55,5,127,111,-19.5,"0.2","5","EURGBP",19.4585,51.3914227715394,15417.4268314618,6903.86720456356,8.75503094826463,0.161053058739982,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"8","A00026",6337.2,844.53,4268.77,3,115,99,-14.2,"0.1","15","EURGBP",14.2292333333333,70.2778552135627,21083.3565640688,4453.64824059389,5.27352283588966,0.136170414313287,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"9","A00043",18794.63,784.71,3694.66,5,111,96,-12.3,"0.4","5","EURGBP",12.3155333333333,81.1982699355286,24359.4809806586,15260.9144007838,19.4478398399203,0.141453530603663,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"10","A00037",17380.13,831.78,5916.32,5,115,95,-19.7,"0.3","5","EURGBP",19.7210666666667,50.7071963653082,15212.1589095925,8812.97664764584,10.5953216567432,0.138257712375869,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"11","A00050",23656,871.79,19592.84,5,262,205,-65.3,"0.1","15","EURJPY",65.3094666666667,15.3117159125476,4593.51477376429,3622.13951627227,4.15483031036405,0.300531091203157,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"12","A00051",17516.56,871.79,19592.84,4,244,202,-65.3,"0.1","25","EURJPY",65.3094666666667,15.3117159125476,4593.51477376429,2682.08590485096,3.07652749498269,0.27988391699836,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"13","A00053",19383.57,871.79,57841.06,5,218,189,-192.8,"0.1","45","EURJPY",192.803533333333,5.18662693940948,1555.98808182284,1005.35346343929,1.1532060053904,0.250060220924764,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"14","A00054",23490.47,871.79,56322.07,5,212,186,-187.7,"0.1","55","EURJPY",187.740233333333,5.32650877355893,1597.95263206768,1251.22194550023,1.43523319320046,0.243177829523165,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"15","A00056",31483.13,871.84,16516.47,5,221,166,-55.1,"0.2","15","EURJPY",55.0549,18.1636875191854,5449.10625575562,5718.49735445891,6.55911331718998,0.253486878326298,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"16","A00073",29396.12,822.73,11488.02,5,252,189,-38.3,"0.1","5","EURUSD",38.2934,26.1141606647621,7834.24819942862,7676.55000600626,9.33058233686174,0.306297327191181,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"17","A00079",44514.12,822.73,47098.96,7,224,168,-157,"0.2","5","EURUSD",156.996533333333,6.36956739596798,1910.87021879039,2835.35687412206,3.446278699114,0.272264290836605,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"18","A00074",12828.69,822.73,3403.82,3,184,141,-11.3,"0.1","15","EURUSD",11.3460666666667,88.1362704255807,26440.8811276742,11306.7289104594,13.7429398593213,0.223645667472925,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"19","A00075",10695.76,822.73,4640.71,3,160,129,-15.5,"0.1","25","EURUSD",15.4690333333333,64.6452805712919,19393.5841713876,6914.30406123201,8.40409862437496,0.194474493454718,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"20","A00076",9006.68,822.73,4352.15,3,146,122,-14.5,"0.1","35","EURUSD",14.5071666666667,68.9314476752869,20679.4343025861,6208.43491148053,7.54613896597977,0.17745797527743,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"21","A00097",73150.21,866.23,25749.26,6,420,327,-85.8,"0.1","5","GBPJPY",85.8308666666667,11.6508202565821,3495.24607697464,8522.59948441237,9.83872584003367,0.484859679299955,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"22","A00103",79381.46,866.3,19612.76,8,373,288,-65.4,"0.2","5","GBPJPY",65.3758666666667,15.2961643338316,4588.84930014949,12142.3185721948,14.0162975553444,0.430566778252338,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"23","A00098",20085.12,866.23,10436.49,4,312,251,-34.8,"0.1","15","GBPJPY",34.7883,28.7452965508519,8623.58896525556,5773.52730659446,6.66512047215458,0.360181476051395,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"24","A00109",114716.26,866.45,36366.63,10,335,250,-121.2,"0.3","5","GBPJPY",121.2221,8.24932087465899,2474.7962623977,9463.31238280809,10.9219370798177,0.386635120318541,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"25","A00099",20950.41,866.23,26212.82,4,276,234,-87.4,"0.1","25","GBPJPY",87.3760666666667,11.4447815992327,3433.43447976982,2397.72866864382,2.76800465077845,0.318622074968542,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"26","A00121",45258.11,851.89,31358.83,6,362,292,-104.5,"0.1","5","GBPUSD",104.529433333333,9.5666834508813,2870.00503526439,4329.70011955166,5.08246383870178,0.424937491929709,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"27","A00127",48710.45,851.92,19773.27,6,319,266,-65.9,"0.2","5","GBPUSD",65.9109,15.1719973479349,4551.59920438046,7390.34818216714,8.67493213232127,0.374448305005165,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"28","A00133",59580.21,852,16174.9,7,293,238,-53.9,"0.3","5","GBPUSD",53.9163333333333,18.5472553153343,5564.17659460028,11050.4936661123,12.9700629883947,0.343896713615023,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"29","A00139",82643.64,852.18,43713.82,7,267,215,-145.7,"0.4","5","GBPUSD",145.712733333333,6.86281821172343,2058.84546351703,5671.68277675115,6.65549857629979,0.313314088572837,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"30","A00122",22161.02,851.89,15014.95,5,261,214,-50,"0.1","15","GBPUSD",50.0498333333333,19.9800865137746,5994.02595413238,4427.79096833489,5.19760880904212,0.30637758396037,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"31","A00157",206275.3,864.67,82870.22,11,396,318,-276.2,"0.3","5","NZDUSD",276.234066666667,3.62011830063924,1086.03549019177,7467.40988499849,8.63613850948743,0.457978188210531,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"32","A00147",34118.7,864.65,45674.08,5,308,260,-152.2,"0.1","25","NZDUSD",152.246933333333,6.56827679944511,1970.48303983353,2241.01065637228,2.59181247484217,0.356213496790609,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"33","A00148",20367.63,864.65,13445.62,4,284,245,-44.8,"0.1","35","NZDUSD",44.8187333333333,22.3120986611253,6693.6295983376,4544.44570053296,5.25582108429187,0.328456600936795,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"34","A00149",16111.6,864.65,10320.33,4,270,242,-34.4,"0.1","45","NZDUSD",34.4011,29.0688379150667,8720.65137452,4683.45488952388,5.41659040018954,0.312265078355404,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"35","A00150",16434.98,864.65,10320.33,3,263,237,-34.4,"0.1","55","NZDUSD",34.4011,29.0688379150667,8720.65137452,4777.45769757362,5.52530815656465,0.304169317064708,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"36","A00169",13801.47,864.62,5111.68,4,219,190,-17,"0.1","5","USDCAD",17.0389333333333,58.689119819707,17606.7359459121,8099.96126518092,9.36823259371853,0.253290462862298,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"37","A00175",23687.72,867.42,7291.09,6,178,146,-24.3,"0.2","5","USDCAD",24.3036333333333,41.1461112124525,12343.8333637357,9746.57561489435,11.2362818644882,0.205206243803463,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"38","A00181",26727.51,868.21,5067.8,6,171,139,-16.9,"0.3","5","USDCAD",16.8926666666667,59.1972848178697,17759.1854453609,15821.9602194246,18.2236558199337,0.196956957418136,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"39","A00170",7295.47,867.42,1695.15,3,156,134,-5.7,"0.1","15","USDCAD",5.6505,176.975488894788,53092.6466684364,12911.1936996726,14.8845930456671,0.179843674344608,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"40","A00172",6023.03,867.42,2618.74,2,140,130,-8.7,"0.1","35","USDCAD",8.72913333333333,114.558910010158,34367.6730030473,6899.91751758479,7.95452896818703,0.161398169283623,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"41","A00193",36712.49,863.94,21012.42,6,283,196,-70,"0.1","5","USDCHF",70.0414,14.2772703001368,4283.18109004103,5241.54143121068,6.06702019956326,0.327569044146584,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"42","A00199",40937.88,864.18,21012.42,6,249,176,-70,"0.2","5","USDCHF",70.0414,14.2772703001368,4283.18109004103,5844.81178274563,6.76341940654219,0.288134416441019,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"43","A00194",14913.51,864.16,9526.48,4,207,149,-31.8,"0.1","15","USDCHF",31.7549333333333,31.4911698759668,9447.35096279003,4696.43876856929,5.43468659573377,0.239538974264025,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"44","A00195",12599.41,864.16,9657.69,4,175,135,-32.2,"0.1","25","USDCHF",32.1923,31.0633288084418,9318.99864253253,3913.79615622369,4.52901795526719,0.202508794667654,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"45","A00200",19320.17,864.3,9526.48,4,179,134,-31.8,"0.2","15","USDCHF",31.7549333333333,31.4911698759668,9447.35096279003,6084.14755502557,7.03939321419134,0.207104014809673,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
"46","A00223",182242.19,870.88,50513.82,9,306,235,-168.4,"0.2","5","USDJPY",168.3794,5.9389687812167,1781.69063436501,10823.3067703056,12.4280116322635,0.351368730479515,"No","Percent.price.extention.to.re.enter","Minimum.profit.take"
