"","ID","Profit","nDays","MaxDDMoney","nLostEntries","nEntries","nWinTrades","PercDD","X","Y","Pair","DDAccount","DD3Perc","MoneyEntryAdjusted","ProfitAt3Perc","ProfitStan3PercDay","PercentDaysActive","FailByAmount","YName","XName"
"1","A00006",67128.49,874.94,76489.96,5,422,332,-255,"-0.6","24","AUDUSD",254.966533333333,3.92208336884998,1176.62501065499,2632.83534205012,3.00916101909859,0.482318787574005,"No","PPO.Entry.Fast.Length","PPOthreshold"
"2","A00005",69346.47,874.94,76489.96,5,421,330,-255,"-0.6","20","AUDUSD",254.966533333333,3.92208336884998,1176.62501065499,2719.82636675454,3.10858615076981,0.481175852058427,"No","PPO.Entry.Fast.Length","PPOthreshold"
"3","A00003",65585.85,874.94,84405.4,5,396,308,-281.4,"-0.6","12","AUDUSD",281.351333333333,3.55427496345021,1066.28248903506,2331.10144611601,2.66429863318171,0.452602464168972,"No","PPO.Entry.Fast.Length","PPOthreshold"
"4","A00002",63131.6,874.72,84405.4,5,381,300,-281.4,"-0.6","8","AUDUSD",281.351333333333,3.55427496345021,1066.28248903506,2243.87065282553,2.56524448146325,0.435567953173587,"No","PPO.Entry.Fast.Length","PPOthreshold"
"5","A00072",50163.97,859.22,15891.31,4,466,358,-53,"-0.1","24","EURGBP",52.9710333333333,18.8782422594487,5663.47267783462,9470.07578355718,11.0217124642783,0.542352366099486,"No","PPO.Entry.Fast.Length","PPOthreshold"
"6","A00071",50076.61,859.22,15891.31,4,465,356,-53,"-0.1","20","EURGBP",52.9710333333333,18.8782422594487,5663.47267783462,9453.58375111932,11.0025182736893,0.541188519820302,"No","PPO.Entry.Fast.Length","PPOthreshold"
"7","A00069",48689.68,869.32,15891.31,4,456,353,-53,"-0.1","12","EURGBP",52.9710333333333,18.8782422594487,5663.47267783462,9191.75574575035,10.5735008348483,0.524547922514149,"No","PPO.Entry.Fast.Length","PPOthreshold"
"8","A00070",49044.79,859.22,15891.31,4,459,353,-53,"-0.1","16","EURGBP",52.9710333333333,18.8782422594487,5663.47267783462,9258.79427183788,10.7758132630035,0.534205442145201,"No","PPO.Entry.Fast.Length","PPOthreshold"
"9","A00068",46352.56,869.32,15891.31,4,435,335,-53,"-0.1","8","EURGBP",52.9710333333333,18.8782422594487,5663.47267783462,8750.54857025632,10.0659694591823,0.500391110293103,"No","PPO.Entry.Fast.Length","PPOthreshold"
"10","A00084",52419.55,873.8,63954.08,5,348,265,-213.2,"-0.5","24","EURJPY",213.180266666667,4.69086569613698,1407.25970884109,2458.93068901937,2.81406579196541,0.398260471503777,"No","PPO.Entry.Fast.Length","PPOthreshold"
"11","A00083",53851.81,874.46,63954.08,5,343,258,-213.2,"-0.5","20","EURJPY",213.180266666667,4.69086569613698,1407.25970884109,2526.11608203886,2.88877259341635,0.392242069391396,"No","PPO.Entry.Fast.Length","PPOthreshold"
"12","A00082",53064.54,874.46,63954.08,5,340,255,-213.2,"-0.5","16","EURJPY",213.180266666667,4.69086569613698,1407.25970884109,2489.18630367289,2.84654106954336,0.388811380737827,"No","PPO.Entry.Fast.Length","PPOthreshold"
"13","A00081",50134.14,874.46,63765.02,5,322,241,-212.6,"-0.5","12","EURJPY",212.550066666667,4.70477387131691,1411.43216139507,2358.69791932944,2.69731939634682,0.368227248816412,"No","PPO.Entry.Fast.Length","PPOthreshold"
"14","A00080",47100.71,874.46,63765.02,5,307,229,-212.6,"-0.5","8","EURJPY",212.550066666667,4.70477387131691,1411.43216139507,2215.98189728475,2.53411465050974,0.351073805548567,"No","PPO.Entry.Fast.Length","PPOthreshold"
"15","A00133",85713.86,869.15,62839.05,5,449,338,-209.5,"-0.2","4","EURUSD",209.4635,4.77410145443001,1432.230436329,4092.0666369081,4.70812476201818,0.516596674912271,"No","PPO.Entry.Fast.Length","PPOthreshold"
"16","A00131",75151.59,862.37,62839.05,5,416,315,-209.5,"-0.3","20","EURUSD",209.4635,4.77410145443001,1432.230436329,3587.81315121728,4.16041044008636,0.482391548871134,"No","PPO.Entry.Fast.Length","PPOthreshold"
"17","A00130",74289.23,862.37,62839.05,5,409,308,-209.5,"-0.3","16","EURUSD",209.4635,4.77410145443001,1432.230436329,3546.64320991485,4.11266997914451,0.474274383385322,"No","PPO.Entry.Fast.Length","PPOthreshold"
"18","A00129",72021.38,862.37,62839.05,5,394,297,-209.5,"-0.3","12","EURUSD",209.4635,4.77410145443001,1432.230436329,3438.37375008056,3.98712124735388,0.456880457344295,"No","PPO.Entry.Fast.Length","PPOthreshold"
"19","A00128",71032.28,862.37,62839.05,5,384,289,-209.5,"-0.3","8","EURUSD",209.4635,4.77410145443001,1432.230436329,3391.1531125948,3.93236442895137,0.445284506650278,"No","PPO.Entry.Fast.Length","PPOthreshold"
"20","A00157",88290.28,873.01,59647.57,5,421,307,-198.8,"-0.4","4","GBPJPY",198.825233333333,5.02954269553647,1508.86280866094,4440.59732860869,5.08653661310717,0.482239607793725,"No","PPO.Entry.Fast.Length","PPOthreshold"
"21","A00153",76160.75,871.78,59647.57,5,387,285,-198.8,"-0.5","12","GBPJPY",198.825233333333,5.02954269553647,1508.86280866094,3830.53743849079,4.39392672290118,0.443919337447521,"No","PPO.Entry.Fast.Length","PPOthreshold"
"22","A00152",72254.8,871.78,59647.57,5,375,277,-198.8,"-0.5","8","GBPJPY",198.825233333333,5.02954269553647,1508.86280866094,3634.08601557448,4.16858154072642,0.430154396751474,"No","PPO.Entry.Fast.Length","PPOthreshold"
"23","A00150",56810.09,865.85,59647.57,4,346,265,-198.8,"-0.6","24","GBPJPY",198.825233333333,5.02954269553647,1508.86280866094,2857.28773192269,3.2999800565025,0.39960732228446,"No","PPO.Entry.Fast.Length","PPOthreshold"
"24","A00151",70897.65,871.78,59647.57,5,359,262,-198.8,"-0.5","4","GBPJPY",198.825233333333,5.02954269553647,1508.86280866094,3565.82757688201,4.09028376067587,0.411801142490078,"No","PPO.Entry.Fast.Length","PPOthreshold"
"25","A00234",89768.85,874.79,58598.35,5,638,519,-195.3,"-0.4","24","NZDUSD",195.327833333333,5.11959807742027,1535.87942322608,4595.80431872229,5.25360865890361,0.729317893437282,"No","PPO.Entry.Fast.Length","PPOthreshold"
"26","A00231",86910.64,874.79,58746.86,5,592,478,-195.8,"-0.4","12","NZDUSD",195.822866666667,5.10665591318413,1531.99677395524,4438.22733674617,5.07347744801172,0.676733844694155,"No","PPO.Entry.Fast.Length","PPOthreshold"
"27","A00228",75484.23,874.79,28018.42,4,537,444,-93.4,"-0.5","24","NZDUSD",93.3947333333333,10.7072418787355,3212.17256362065,8082.27908640102,9.23910777032319,0.613861612501286,"No","PPO.Entry.Fast.Length","PPOthreshold"
"28","A00227",73321.02,874.79,28018.42,4,528,437,-93.4,"-0.5","20","NZDUSD",93.3947333333333,10.7072418787355,3212.17256362065,7850.65895935603,8.97433550835746,0.603573429051544,"No","PPO.Entry.Fast.Length","PPOthreshold"
"29","A00226",72884.41,874.79,28018.42,4,516,425,-93.4,"-0.5","16","NZDUSD",93.3947333333333,10.7072418787355,3212.17256362065,7803.91007058928,8.92089538127925,0.589855851118554,"No","PPO.Entry.Fast.Length","PPOthreshold"
"30","A00288",74882.27,874.82,26984.11,5,609,477,-89.9,"-0.1","24","USDCAD",89.9470333333333,11.1176540564058,3335.29621692174,8325.15172818373,9.51641678080489,0.696143206602501,"No","PPO.Entry.Fast.Length","PPOthreshold"
"31","A00287",74114.43,874.82,26984.11,5,601,469,-89.9,"-0.1","20","USDCAD",89.9470333333333,11.1176540564058,3335.29621692174,8239.78593327703,9.41883579853801,0.686998468256327,"No","PPO.Entry.Fast.Length","PPOthreshold"
"32","A00286",87967.84,874.82,57828.83,5,599,467,-192.8,"-0.1","16","USDCAD",192.762766666667,5.18772383947592,1556.31715184277,4563.52860675203,5.21653438050345,0.684712283669783,"No","PPO.Entry.Fast.Length","PPOthreshold"
"33","A00285",85943.7,874.82,57828.83,5,586,457,-192.8,"-0.1","12","USDCAD",192.762766666667,5.18772383947592,1556.31715184277,4458.52181342766,5.09650192431319,0.669852083857251,"No","PPO.Entry.Fast.Length","PPOthreshold"
"34","A00284",83681.35,874.82,57828.83,5,562,438,-192.8,"-0.1","8","USDCAD",192.762766666667,5.18772383947592,1556.31715184277,4341.15734314528,4.96234350282947,0.642417868818728,"No","PPO.Entry.Fast.Length","PPOthreshold"
"35","A00324",84106.83,873.58,48901.67,5,665,500,-163,"-0.1","24","USDCHF",163.005566666667,6.13475981495111,1840.42794448533,5159.75200846924,5.90644475430898,0.761235376267772,"No","PPO.Entry.Fast.Length","PPOthreshold"
"36","A00323",83222.1,873.58,48901.67,5,654,493,-163,"-0.1","20","USDCHF",163.005566666667,6.13475981495111,1840.42794448533,5105.47594795842,5.84431414175968,0.748643512900936,"No","PPO.Entry.Fast.Length","PPOthreshold"
"37","A00322",81117.8,873.58,48901.67,5,638,480,-163,"-0.1","16","USDCHF",163.005566666667,6.13475981495111,1840.42794448533,4976.38219717241,5.69653860799516,0.730328075276449,"No","PPO.Entry.Fast.Length","PPOthreshold"
"38","A00321",85288.45,873.58,48901.67,5,609,454,-163,"-0.1","12","USDCHF",163.005566666667,6.13475981495111,1840.42794448533,5232.24155739467,5.98942461754466,0.697131344582065,"No","PPO.Entry.Fast.Length","PPOthreshold"
"39","A00320",77007.91,873.58,48901.67,5,592,443,-163,"-0.1","8","USDCHF",163.005566666667,6.13475981495111,1840.42794448533,4724.25031701371,5.40791950023319,0.677671192106046,"No","PPO.Entry.Fast.Length","PPOthreshold"
"40","A00342",101750.63,872.54,31289.35,5,411,306,-104.3,"-0.4","24","USDJPY",104.297833333333,9.58792688246959,2876.37806474088,9755.77600685217,11.180892574383,0.471038577027987,"No","PPO.Entry.Fast.Length","PPOthreshold"
"41","A00341",102853.41,872.54,31289.35,5,410,303,-104.3,"-0.4","20","USDJPY",104.297833333333,9.58792688246959,2876.37806474088,9861.50974692667,11.3020718212651,0.469892497765145,"No","PPO.Entry.Fast.Length","PPOthreshold"
"42","A00340",113391.35,872.54,53722.56,6,406,300,-179.1,"-0.4","16","USDJPY",179.0752,5.58424617144083,1675.27385143225,6332.05212112007,7.25703362724926,0.465308180713778,"No","PPO.Entry.Fast.Length","PPOthreshold"
